node_id,label,level,cultural_group,domain,source_dataset,frequency
0,human,0,universal,identity,schema,1
1,algeria,3,algeria,unknown,arabculture,16
2,رأس السنة الأمازيغية (يناير),2,algeria,unknown,arabculture,1
3,independence day,2,algeria,unknown,arabculture,1
4,diwali,2,algeria,unknown,arabculture,1
5,day of the flag,2,algeria,unknown,arabculture,1
6,egypt,3,egypt,unknown,arabculture,1
7,radio,1,egypt,unknown,arabculture,1
8,song,2,egypt,unknown,arabculture,1
9,new year,4,dz,unknown,blend,1
10,diwali,3,dz,unknown,blend,3
11,new year's day,4,dz,unknown,blend,1
12,eid,3,dz,unknown,blend,1
13,holidays involving visits to religious sites,2,dz,unknown,blend,1
14,city,4,dz,unknown,blend,1
15,festivals,2,dz,unknown,blend,1
16,airport,4,dz,unknown,blend,1
17,holiday season,2,dz,unknown,blend,1
18,pray together,2,dz,unknown,blend,1
19,tourist destination,4,dz,unknown,blend,1
20,independence day celebration,2,dz,unknown,blend,1
21,independence day,4,dz,unknown,blend,1
