source_id,target_id,source_label,target_label,relation_type,weight,source_dataset
3,1,ifftar,living room,uses,1,arabculture
4,5,فاكهه,حلويات,uses,1,arabculture
8,6,women,singing,uses,1,arabculture
9,10,algeria,rshtha,uses,1,arabculture
11,12,ab,أضحية العيد,uses,1,arabculture
15,13,سلمى,تكريم,uses,1,arabculture
15,14,سلمى,أفراح,uses,1,arabculture
17,16,mariam,shampoo,uses,1,arabculture
18,19,euro,currency,uses,1,arabculture
21,20,marry,gift,uses,1,arabculture
22,23,آلة باليد,الحفلات الجزائرية,used in,1,arabculture
25,24,فناوة,لة,uses,1,arabculture
26,27,weekend,outing,uses,1,arabculture
29,28,harvesting,family,performed by,1,arabculture
30,31,samir,coffee,uses,1,arabculture
17,32,mariam,khayyar,uses,1,arabculture
33,34,coffee with milk,additional food,uses,1,arabculture
9,35,algeria,halwa,prepares,1,arabculture
37,38,workers,transportation methods,uses,1,arabculture
39,40,students,phones,uses,1,arabculture
42,41,youth,smartphone,use,1,arabculture
9,43,algeria,arabic dialect,uses,1,arabculture
44,45,finger,communication,uses,1,arabculture
46,47,ليفة,الجزائر,uses,1,arabculture
48,49,الات تقليدية,مناسبات,uses,1,arabculture
50,51,algorithms,festivals,uses,1,arabculture
54,52,aftar,sun,uses,1,arabculture
54,53,aftar,oil,uses,1,arabculture
55,56,strawberry,breakfast,uses,1,arabculture
57,58,ahmed,ful,uses,1,arabculture
57,59,ahmed,falafel,uses,1,arabculture
60,61,koshari,meal,uses,1,arabculture
57,62,ahmed,kfta,uses,1,arabculture
57,63,ahmed,kebab,uses,1,arabculture
67,65,father,smoked fish,uses,1,arabculture
67,66,father,salted fish,uses,1,arabculture
68,69,batata,dishes,uses,1,arabculture
70,69,chicken,dishes,uses,1,arabculture
71,69,soup,dishes,uses,1,arabculture
72,73,hasa,rice,uses,1,arabculture
72,74,hasa,bread,uses,1,arabculture
75,74,sahur,bread,uses,1,arabculture
75,76,sahur,fava beans,uses,1,arabculture
75,78,sahur,milk,uses,1,arabculture
81,79,mother,jowiya,prepares for,1,arabculture
83,82,ahl al-`arusa,mahr,receives,1,arabculture
85,84,wedding,food,uses,1,arabculture
84,85,food,wedding,used during,1,arabculture
86,88,حلوي,حفل الزفاف,uses,1,arabculture
87,88,مشروبات غازية,حفل الزفاف,uses,1,arabculture
89,90,loudspeaker,mosque,uses,1,arabculture
93,91,people,money,give,1,arabculture
94,92,children,toys,use,1,arabculture
97,86,أب,حلوي,uses,1,arabculture
93,99,people,new ubayaat,wear,1,arabculture
93,20,people,gift,exchange,1,arabculture
103,104,united states,mother's day,hosts,1,arabculture
93,105,people,arab bread,uses,1,arabculture
93,76,people,fava beans,uses,1,arabculture
93,107,people,bicycle,uses,1,arabculture
93,108,people,car,uses,1,arabculture
110,111,الموقف,الناس,uses,1,arabculture
93,112,people,right hand,uses,1,arabculture
114,115,سلام عليكم,greeting,used in,1,arabculture
20,117,gift,wedding anniversary,uses,1,arabculture
