node_id,label,level,cultural_group,domain,source_dataset,frequency
0,human,0,universal,identity,schema,1
1,living room,3,algeria,unknown,arabculture,1
2,iftar,4,algeria,unknown,arabculture,1
3,ifftar,2,algeria,unknown,arabculture,1
4,فاكهه,3,algeria,unknown,arabculture,1
5,حلويات,4,algeria,unknown,arabculture,1
6,singing,3,algeria,unknown,arabculture,1
7,henna party,3,algeria,unknown,arabculture,1
8,women,2,algeria,unknown,arabculture,1
9,algeria,3,algeria,unknown,arabculture,9
10,rshtha,1,algeria,unknown,arabculture,1
11,ab,3,algeria,unknown,arabculture,1
12,أضحية العيد,3,algeria,unknown,arabculture,1
13,تكريم,4,algeria,unknown,arabculture,1
14,أفراح,3,algeria,unknown,arabculture,1
15,سلمى,2,algeria,unknown,arabculture,1
16,shampoo,3,algeria,unknown,arabculture,1
17,mariam,3,algeria,unknown,arabculture,2
18,euro,3,algeria,unknown,arabculture,1
19,currency,3,algeria,unknown,arabculture,1
20,gift,1,algeria,unknown,arabculture,1
21,marry,2,algeria,unknown,arabculture,1
22,آلة باليد,1,algeria,unknown,arabculture,1
23,الحفلات الجزائرية,3,algeria,unknown,arabculture,1
24,لة,3,algeria,unknown,arabculture,1
25,فناوة,2,algeria,unknown,arabculture,1
26,weekend,3,algeria,unknown,arabculture,1
27,outing,3,algeria,unknown,arabculture,1
28,family,4,algeria,unknown,arabculture,3
29,harvesting,2,algeria,unknown,arabculture,1
30,samir,4,algeria,unknown,arabculture,1
31,coffee,3,algeria,unknown,arabculture,1
32,khayyar,3,algeria,unknown,arabculture,1
33,coffee with milk,4,algeria,unknown,arabculture,1
34,additional food,4,algeria,unknown,arabculture,1
35,halwa,3,algeria,unknown,arabculture,1
36,algeria,2,algeria,unknown,arabculture,8
37,workers,4,algeria,unknown,arabculture,1
38,transportation methods,3,algeria,unknown,arabculture,1
39,students,4,algeria,unknown,arabculture,3
40,phones,3,algeria,unknown,arabculture,1
41,smartphone,3,algeria,unknown,arabculture,1
42,youth,2,algeria,unknown,arabculture,1
43,arabic dialect,4,algeria,unknown,arabculture,1
44,finger,2,algeria,unknown,arabculture,1
45,communication,2,algeria,unknown,arabculture,1
46,ليفة,1,algeria,unknown,arabculture,1
47,الجزائر,2,algeria,unknown,arabculture,1
48,الات تقليدية,3,algeria,unknown,arabculture,1
49,مناسبات,3,algeria,unknown,arabculture,1
50,algorithms,1,algeria,unknown,arabculture,1
51,festivals,4,algeria,unknown,arabculture,1
52,sun,1,egypt,unknown,arabculture,1
53,oil,1,egypt,unknown,arabculture,1
54,aftar,2,egypt,unknown,arabculture,1
55,strawberry,3,egypt,unknown,arabculture,1
56,breakfast,4,egypt,unknown,arabculture,1
57,ahmed,4,egypt,unknown,arabculture,3
58,ful,3,egypt,unknown,arabculture,1
59,falafel,3,egypt,unknown,arabculture,1
60,koshari,1,egypt,unknown,arabculture,1
61,meal,4,egypt,unknown,arabculture,1
62,kfta,4,egypt,unknown,arabculture,1
63,kebab,4,egypt,unknown,arabculture,1
64,ahmed,2,egypt,unknown,arabculture,1
65,smoked fish,4,egypt,unknown,arabculture,1
66,salted fish,4,egypt,unknown,arabculture,1
67,father,2,egypt,unknown,arabculture,1
68,batata,4,egypt,unknown,arabculture,1
69,dishes,3,egypt,unknown,arabculture,3
70,chicken,3,egypt,unknown,arabculture,1
71,soup,3,egypt,unknown,arabculture,1
72,hasa,4,egypt,unknown,arabculture,2
73,rice,3,egypt,unknown,arabculture,1
74,bread,3,egypt,unknown,arabculture,2
75,sahur,3,egypt,unknown,arabculture,2
76,fava beans,3,egypt,unknown,arabculture,1
77,sahur,4,egypt,unknown,arabculture,1
78,milk,3,egypt,unknown,arabculture,1
79,jowiya,3,egypt,unknown,arabculture,1
80,market,3,egypt,unknown,arabculture,1
81,mother,2,egypt,unknown,arabculture,1
82,mahr,3,egypt,unknown,arabculture,1
83,ahl al-`arusa,3,egypt,unknown,arabculture,1
84,food,3,egypt,unknown,arabculture,2
85,wedding,2,egypt,unknown,arabculture,2
86,حلوي,4,egypt,unknown,arabculture,1
87,مشروبات غازية,4,egypt,unknown,arabculture,1
88,حفل الزفاف,2,egypt,unknown,arabculture,1
89,loudspeaker,3,egypt,unknown,arabculture,1
90,mosque,3,egypt,unknown,arabculture,1
91,money,4,egypt,unknown,arabculture,2
92,toys,3,egypt,unknown,arabculture,1
