source_id,target_id,source_label,target_label,relation_type,weight,source_dataset
4,5,time,end,is,1,arabculture
6,7,halwa,sweet treat,is,1,arabculture
8,10,place of wedding,venue,is,1,arabculture
9,11,family,united,is,1,arabculture
12,13,wedding celebration,occasion,is,1,arabculture
14,15,mahr,gift,is,1,arabculture
16,17,lebanese wedding feast,an important meal,is,1,arabculture
19,18,elder brother,major responsibilities,is responsible for,1,arabculture
21,22,activities,entertainment,is,1,arabculture
23,22,work,entertainment,is,1,arabculture
23,24,work,job,is,1,arabculture
25,26,cleaning,activity,is,2,arabculture
27,28,time for herself and relaxation,free time,is,1,arabculture
29,30,house,home,is,1,arabculture
31,26,week,activity,is,1,arabculture
32,26,leisure time,activity,is,1,arabculture
33,34,algerian customs,way of eating,is,1,arabculture
34,35,way of eating,daily routine,is,1,arabculture
37,39,men,ways of communication,is,1,arabculture
38,39,women,ways of communication,is,1,arabculture
47,48,coffee,drink,is,1,arabculture
49,50,hassaa,soup,is,1,arabculture
51,52,kiskis,meal,is,1,arabculture
53,55,customs,eid al-adha customs,is,1,arabculture
56,57,habits,first month of the islamic calendar,is,1,arabculture
58,59,customs and traditions,many,is,1,arabculture
62,26,goes to school,activity,is,1,arabculture
63,64,friendship,social relationship,is,1,arabculture
65,66,university bus,morning commute,used for,1,arabculture
67,69,taking care,caring for children,is,1,arabculture
53,71,customs,month,is,1,arabculture
72,73,behavior,tendency to give up luxuries when necessary,is,1,arabculture
76,77,procedures before burial,necessary actions,is,1,arabculture
78,79,treatment of body,treatment of body according to traditions and religion,is,1,arabculture
42,81,parents,child's birthday,remember,1,arabculture
82,52,ghada,meal,is,1,arabculture
36,83,food,lunch,is,1,arabculture
84,86,smoked fish,type of fish,is,1,arabculture
85,86,salted fish,type of fish,is,1,arabculture
89,88,day of arafat,fasting,is,1,arabculture
91,90,arab cart,breakfast,is,1,arabculture
92,94,wife,person,is,1,arabculture
93,94,husband,person,is,1,arabculture
95,68,mother,children,takes care of,1,arabculture
95,68,mother,children,supervises,1,arabculture
98,97,grandchildren,grandmother,go to,1,arabculture
101,102,jebneh bi al-tamatem,dinner dish,is,1,arabculture
23,106,work,going to work,is,1,arabculture
110,111,worker,university,works in,1,arabculture
113,115,ahmed,student,is,1,arabculture
116,117,fatima,noor,meets,1,arabculture
119,118,payment,debt,is,1,arabculture
120,121,pochampally ikat,weaving technique,is,1,diwali
122,123,pedana kalamkari,machilipatnam style,is,1,diwali
124,125,apatani jacket and scarf,textile,is,1,diwali
126,127,sherdukpen shawl,shawl,is,1,diwali
128,129,monpa woolen weave,garments and blankets,is,1,diwali
130,127,mishmi shawl,shawl,is,1,diwali
132,125,wancho bag,textile,is,1,diwali
134,135,muga silk,traditional garments,is,1,diwali
136,137,pat silk,mulberry silk,is,1,diwali
138,139,dhokona,traditional attire,is,1,diwali
140,141,karbi shawl,tribe,is woven by,1,diwali
142,143,miri jimo,handwoven fabric,is,1,diwali
144,147,sujani embroidery,embroidery,is a,1,diwali
145,144,quilts,sujani embroidery,includes,1,diwali
146,144,bedspreads,sujani embroidery,includes,1,diwali
148,121,bawan buti weave,weaving technique,is,1,diwali
150,151,kunbi saree,traditional garment,is,1,diwali
152,154,traditional goan handloom fabrics,textiles,is,1,diwali
153,154,handloom industry,textiles,produces,1,diwali
155,156,patola,double ikat woven sarees,is,1,diwali
157,158,ajrakh printing,block-printing technique,is,1,diwali
157,154,ajrakh printing,textiles,is,1,diwali
