node_id,label,level,cultural_group,domain,source_dataset,frequency
0,human,0,universal,identity,schema,1
1,algeria,1,algeria,unknown,arabculture,45
2,collective cleaning,3,algeria,unknown,arabculture,1
3,household,2,algeria,unknown,arabculture,1
4,cleaning,2,algeria,unknown,arabculture,1
5,socializing with relatives,3,algeria,unknown,arabculture,1
6,cooking tradition,3,algeria,unknown,arabculture,1
7,indoor play,3,algeria,unknown,arabculture,1
8,outdoors,2,algeria,unknown,arabculture,1
9,groom,2,egypt,unknown,arabculture,1
10,reserving a car for the wedding,3,egypt,unknown,arabculture,1
11,tahbith dance,3,egypt,unknown,arabculture,1
12,local farmers,3,egypt,unknown,arabculture,1
13,mango farming,3,egypt,unknown,arabculture,1
14,nile valley,1,egypt,unknown,arabculture,1
15,traditional bathing customs,3,egypt,unknown,arabculture,1
16,nile valley youth,3,egypt,unknown,arabculture,1
17,activities,1,egypt,unknown,arabculture,10
18,board games at home,3,egypt,unknown,arabculture,1
19,sheep_rearing,3,uttarakhand,unknown,diwali,1
20,united states,1,general,unknown,culturebank,20
21,diverse cultural practices,3,general,unknown,culturebank,1
22,training,3,general,unknown,culturebank,1
23,parents,1,general,unknown,culturebank,1
24,us citizens,1,general,unknown,culturebank,5
25,healthcare system,1,general,unknown,culturebank,1
26,payment practices,3,general,unknown,culturebank,1
27,giving gift baskets during easter,3,general,unknown,culturebank,1
28,walking (exercise/leisure),3,general,unknown,culturebank,1
29,friendly behaviors,3,general,unknown,culturebank,1
30,falling asleep,3,general,unknown,culturebank,1
31,series of behaviors,3,general,unknown,culturebank,1
32,active walking,3,general,unknown,culturebank,1
33,couple,2,general,unknown,culturebank,1
34,cohabitation,3,general,unknown,culturebank,1
35,daily grooming rituals,3,general,unknown,culturebank,1
36,drivers,1,general,unknown,culturebank,2
37,speeding,3,general,unknown,culturebank,1
38,slow driving,3,general,unknown,culturebank,1
39,breaks,4,general,unknown,culturebank,1
40,employees,1,general,unknown,culturebank,2
41,americans,1,general,unknown,culturebank,1
42,second nature activities,3,general,unknown,culturebank,1
43,wine consumption,3,general,unknown,culturebank,1
44,education system,1,general,unknown,culturebank,1
45,diverse educational activities,3,general,unknown,culturebank,1
46,individuals,1,general,unknown,culturebank,4
47,discussion on gun rights,3,general,unknown,culturebank,1
48,various leisure activities,3,general,unknown,culturebank,1
49,diy and professional nail care,3,general,unknown,culturebank,1
50,customs procedures,3,general,unknown,culturebank,1
51,building underground structures,3,general,unknown,culturebank,1
52,patient,1,general,unknown,culturebank,1
53,healthcare-related activities,3,general,unknown,culturebank,1
54,college students,3,general,unknown,culturebank,1
55,communication for financial success,3,general,unknown,culturebank,1
56,cultural development,3,general,unknown,culturebank,1
57,consumers,1,general,unknown,culturebank,1
58,shopping,2,general,unknown,culturebank,1
59,playful language,3,general,unknown,culturebank,1
60,various payment practices,3,general,unknown,culturebank,1
61,critical discussions,3,general,unknown,culturebank,1
62,formal greetings,3,general,unknown,culturebank,1
63,conversation,3,general,unknown,culturebank,1
64,parades and fireworks,3,general,unknown,culturebank,1
65,open substance use,3,general,unknown,culturebank,1
66,inappropriate behaviors,3,general,unknown,culturebank,1
67,following rules,3,general,unknown,culturebank,1
68,direct and explicit communication,3,general,unknown,culturebank,1
69,inquiry and questioning,3,general,unknown,culturebank,1
70,boy scouts,3,general,unknown,culturebank,1
71,girl scouts,3,general,unknown,culturebank,1
72,recycling practices,3,general,unknown,culturebank,1
73,watching videos,3,general,unknown,culturebank,1
74,various stages of dating,3,general,unknown,culturebank,1
75,various activities at gas stations,3,general,unknown,culturebank,1
76,hair-related activities,3,general,unknown,culturebank,1
77,health insurance practices,3,general,unknown,culturebank,1
78,california residents,2,general,unknown,culturebank,1
79,gun ownership and purchase,3,general,unknown,culturebank,1
80,complex taxation practices,3,general,unknown,culturebank,1
81,rural americans,3,general,unknown,culturebank,1
82,truck-related activities,3,general,unknown,culturebank,1
83,performing dance,3,general,unknown,culturebank,1
84,festivities and gatherings,3,dz,unknown,blend,1
85,weekly family gathering,3,dz,unknown,blend,1
86,middle-aged population,3,dz,unknown,blend,1
87,travel during holidays,3,dz,unknown,blend,1
88,parks activities,3,dz,unknown,blend,1
89,sports together,3,dz,unknown,blend,1
90,weekend activities,3,dz,unknown,blend,1
91,evening meal,2,dz,unknown,blend,1
92,after-school activities,3,dz,unknown,blend,1
93,biologists,3,biologist,unknown,candle,1
94,ritual of inquiry,3,biologist,unknown,candle,1
95,pre and post assessments,3,teacher,unknown,candle,1
96,mortgage,5,banker,unknown,candle,1
97,loan packaging,3,banker,unknown,candle,1
98,public kin official,3,politician,unknown,candle,1
99,painter,2,painter,unknown,candle,1
100,prep_work,3,painter,unknown,candle,1
