source_id,target_id,source_label,target_label,relation_type,weight,source_dataset
1,2,food,unique cultivation,known_for,1,arabculture
1,3,food,agricultural products,known_for,1,arabculture
4,5,algeria,traditional dishes,known_for,1,arabculture
6,7,nile valley,this custom,known_for,1,arabculture
1,8,food,weaving traditions,known_for,1,diwali
1,9,food,durability,known_for,2,diwali
1,10,food,purity of silk,known_for,1,diwali
11,12,coimbatore,cotton sarees,known_for,1,diwali
1,13,food,durability and vibrant colors,known_for,1,diwali
14,15,tanchoi,elaborate designs,known_for,1,diwali
1,16,food,gabba textiles,known_for,1,diwali
1,17,food,intricate patterns,known_for,1,diwali
1,18,food,parrot dance,also_known_as,1,diwali
19,20,chickpea stew,garbanzo beans,also_known_as,1,culturebank
4,21,algeria,cultural cuisine,known_for,1,blend
22,23,famous rivalry,algerian soccer fans,known_for,1,blend
4,1,algeria,food,known_for,1,blend
4,24,algeria,most famous spicy dish,known_for,1,blend
4,25,algeria,spicy and flavorful dishes,known_for,1,blend
26,27,most famous family,name not specified,known_as,1,blend
4,28,algeria,famous edible souvenirs,known_for,1,blend
4,29,algeria,family gatherings,known_for,1,blend
