source_id,target_id,source_label,target_label,relation_type,weight,source_dataset
1,2,algeria,light traditional pre-dawn meal,encourages,1,arabculture
3,4,food,community support,encourages,1,arabculture
5,6,social norm,staying,encourages,1,arabculture
1,7,algeria,healthy breakfast habits,encourage,1,arabculture
8,9,leisure activities,spending,encourages,1,arabculture
3,10,food,quick response,encourages,1,arabculture
1,11,algeria,working through lunch,encourages,1,culturebank
3,12,food,waiting in line,encourage,1,culturebank
1,13,algeria,wearing a jacket,encourage,1,culturebank
1,14,algeria,multigenerational households,encourage,1,blend
1,15,algeria,modest dress,encourages,1,blend
1,16,algeria,boys to play with vehicles,encourage,1,blend
1,17,algeria,passing down traditions,encourage,1,blend
18,19,teacher,student engagement,encourages,1,candle
3,20,food,nurses' adherence,encourage,1,candle
1,21,algeria,regular dental visits,encourages,1,candle
