node_id,label,level,cultural_group,domain,source_dataset,frequency
0,human,0,universal,identity,schema,1
1,algeria,1,algeria,unknown,arabculture,4
2,on weekends,3,algeria,unknown,arabculture,1
3,food,1,algeria,unknown,arabculture,7
4,brothers,2,algeria,unknown,arabculture,1
5,egyptian fathers,3,egypt,unknown,arabculture,1
6,day off,3,egypt,unknown,arabculture,1
7,at home,2,egypt,unknown,arabculture,1
8,children in nile valley,3,egypt,unknown,arabculture,1
9,playing at home,3,egypt,unknown,arabculture,1
10,watching tv together,3,dz,unknown,blend,1
11,photographer,1,photographer,unknown,candle,2
12,developing landscape,3,artist,unknown,candle,1
