source_id,target_id,source_label,target_label,relation_type,weight,source_dataset
1,2,food,intricate weaving patterns,contains,1,diwali
1,3,food,intricate patterns,contain,1,diwali
1,4,food,"flowers, birds, geometric shapes",contains,1,diwali
1,5,food,intricate designs,contain,1,diwali
6,7,couscous,nutritious ingredients,contains,1,blend
1,8,food,cheese or egg,contains,1,blend
1,9,food,meat and vegetables,contains,1,blend
10,11,algeria,mountainous areas,contains,1,blend
12,13,library,free area,contains,1,candle
14,15,paper,student work,contains,1,candle
1,16,food,locking center,contains,1,candle
1,17,food,file drawer,contains,1,candle
1,18,food,box drawer,contains,1,candle
19,20,hive,bees,contains,1,candle
21,22,report,observations,contains,1,candle
1,23,food,best work,contains,1,candle
1,24,food,raised_seal,contain,1,candle
1,25,food,updates,contains,1,candle
1,26,food,information,contains,1,candle
