node_id,label,level,cultural_group,domain,source_dataset,frequency
0,human,0,universal,identity,schema,1
1,gamosa,3,assam,unknown,diwali,1
2,assamese culture,3,assam,unknown,diwali,1
3,kullu cap,3,himachal pradesh,unknown,diwali,1
4,rich cultural identity,3,himachal pradesh,unknown,diwali,1
5,triangular motifs,4,manipur,unknown,diwali,1
6,teeth of the pakhangba serpent,3,manipur,unknown,diwali,1
7,tawlhlohpuan,4,mizoram,unknown,diwali,1
8,strength,3,mizoram,unknown,diwali,1
9,cowrie shells,3,nagaland,unknown,diwali,1
10,accomplishments and status,3,nagaland,unknown,diwali,1
11,motifs,3,uttarakhand,unknown,diwali,1
12,cultural and religious significance,3,uttarakhand,unknown,diwali,1
13,danda rasaka,4,andhra pradesh,unknown,diwali,1
14,martial traditions,3,andhra pradesh,unknown,diwali,1
15,wancho dance,3,arunachal pradesh,unknown,diwali,1
16,unity,3,arunachal pradesh,unknown,diwali,1
17,mask,3,arunachal pradesh,unknown,diwali,1
18,ritual,3,arunachal pradesh,unknown,diwali,1
19,chham dance,2,arunachal pradesh,unknown,diwali,1
20,hurkan dance,3,arunachal pradesh,unknown,diwali,1
21,joy and unity,3,arunachal pradesh,unknown,diwali,1
22,banjar kekan,3,assam,unknown,diwali,2
23,community bonding,3,assam,unknown,diwali,2
24,prosperity,3,bihar,unknown,diwali,1
25,karma,2,bihar,unknown,diwali,1
26,fertility,3,chhattisgarh,unknown,diwali,1
27,karma dance,4,chhattisgarh,unknown,diwali,1
28,danda nacha,3,chhattisgarh,unknown,diwali,1
29,devotion,4,chhattisgarh,unknown,diwali,1
30,goff,3,goa,unknown,diwali,1
31,discipline,3,goa,unknown,diwali,1
32,pledge,4,general,unknown,culturebank,1
33,patriotism,2,general,unknown,culturebank,1
34,engagement ring,3,united states,unknown,culturebank,1
35,wedding ring,3,united states,unknown,culturebank,1
36,ownership and commitment,2,general,unknown,culturebank,1
37,marriage,2,general,unknown,culturebank,1
38,health insurance,4,general,unknown,culturebank,1
39,affordability,3,general,unknown,culturebank,1
40,trucks,3,united states,unknown,culturebank,1
41,cultural symbol,2,general,unknown,culturebank,1
42,symbol,3,dz,unknown,blend,1
43,funeral,4,dz,unknown,blend,1
44,new year's eve,4,dz,unknown,blend,1
45,symbol,2,dz,unknown,blend,1
