source_id,target_id,source_label,target_label,relation_type,weight,source_dataset
1,2,gamosa,assamese culture,symbolizes,1,diwali
3,4,kullu cap,rich cultural identity,symbolizes,1,diwali
5,6,triangular motifs,teeth of the pakhangba serpent,symbolizes,1,diwali
7,8,tawlhlohpuan,strength,symbolizes,1,diwali
9,10,cowrie shells,accomplishments and status,symbolizes,1,diwali
11,12,motifs,cultural and religious significance,symbolizes,1,diwali
13,14,danda rasaka,martial traditions,symbolizes,1,diwali
15,16,wancho dance,unity,symbolizes,1,diwali
19,17,chham dance,mask,symbolizes,1,diwali
20,21,hurkan dance,joy and unity,symbolizes,1,diwali
22,23,banjar kekan,community bonding,symbolizes,2,diwali
25,24,karma,prosperity,symbolizes,1,diwali
27,26,karma dance,fertility,symbolizes,1,diwali
28,29,danda nacha,devotion,symbolizes,1,diwali
30,31,goff,discipline,symbolizes,1,diwali
32,33,pledge,patriotism,symbolizes,1,culturebank
34,36,engagement ring,ownership and commitment,symbolizes,1,culturebank
35,37,wedding ring,marriage,symbolizes,1,culturebank
38,39,health insurance,affordability,symbolizes,1,culturebank
40,41,trucks,cultural symbol,symbolizes,1,culturebank
42,43,symbol,funeral,symbolizes,1,blend
42,44,symbol,new year's eve,symbolizes,1,blend
