source_id,target_id,source_label,target_label,relation_type,weight,source_dataset
1,2,family gathering,sitting in the living room,performs,1,arabculture
3,4,activities,friends,uses,1,arabculture
5,6,smir,video games,enjoys playing,1,arabculture
7,8,ali and his friends,traditional games,performs,1,arabculture
10,11,rhythmic dance,tizi ozou,performs,1,arabculture
12,13,women,dance,performs,1,arabculture
14,15,labas,dress,uses,1,arabculture
17,18,algerians,ramadan,performs,1,arabculture
17,20,algerians,independence day,celebrates,1,arabculture
21,22,algeria,day of the flag,performs,1,arabculture
23,24,students,university dormitory,use,1,arabculture
17,25,algerians,family trips,performs,1,arabculture
26,27,children,game,performs,1,arabculture
29,28,mohammed,playing,plays,1,arabculture
9,26,games,children,performs,1,arabculture
21,30,algeria,dances,performs,1,arabculture
31,32,algerian dances,dances from kabylie region,performs,1,arabculture
31,21,algerian dances,algeria,performs,1,arabculture
34,35,brothers,sitting together,performs,1,arabculture
34,36,brothers,outside,spends time,1,arabculture
37,38,girls,rachel,girls perform,1,arabculture
39,40,zawaj dance,zawaj,performed during,1,arabculture
39,41,zawaj dance,couple,performed by,1,arabculture
42,44,men,group,uses,1,arabculture
12,44,women,group,uses,1,arabculture
46,47,parents,arjoohat,perform,1,arabculture
27,48,game,home,performed in,1,arabculture
26,49,children,salamander snake game,plays,1,arabculture
26,27,children,game,plays,1,arabculture
50,52,child,back,stands on,1,arabculture
26,53,children,electricity game,plays,1,arabculture
53,54,electricity game,chase,is a form of,1,arabculture
26,55,children,statue game,performs,1,arabculture
57,56,shab,nai,performs,1,arabculture
58,59,france,musicians,uses,1,arabculture
60,61,tannura,mawlid,performs,1,arabculture
62,63,people,bedouin dance,performs,1,arabculture
66,64,father,repair,uses,1,arabculture
67,68,siblings,school,go to,1,arabculture
69,70,sons,play,performs,1,arabculture
46,26,parents,children,take out,1,arabculture
41,10,couple,rhythmic dance,performs,1,arabculture
72,73,playing football,the boys,performs,1,arabculture
74,9,wael and his friends,games,plays,1,arabculture
75,76,mohamed,stone-paper-scissors,performs,1,arabculture
26,77,children,musical chairs,plays,1,arabculture
78,79,monpa woolen weave,woolen textiles,uses,1,diwali
80,81,wancho bag,weaving,performs,1,diwali
82,83,tagin weave,tagin tribe,performs,1,diwali
84,85,mekhela chador,muga silk,made from,1,diwali
84,86,mekhela chador,eri silk,made from,1,diwali
84,87,mekhela chador,pat silk,made from,1,diwali
88,89,riha,mekhela,worn under,1,diwali
90,91,miri jimo,handwoven fabric,is,1,diwali
90,92,miri jimo,garments and accessories,used to make,1,diwali
93,94,bastar tribal weaves,festivals,performs,1,diwali
93,30,bastar tribal weaves,dances,performs,1,diwali
93,95,bastar tribal weaves,marriages,performs,1,diwali
96,97,dhurrie,flat rugs or carpets,used for,1,diwali
98,99,chamba shawl,weaving excellence,reflects,1,diwali
100,101,sohrai and khovar paintings,tribal women,performed by,1,diwali
102,104,paitkar painting,stories from local folklore and mythology,depicts,1,diwali
102,103,paitkar painting,textiles,adapted onto,1,diwali
105,107,mundum neriyathum,mundu,consists of,1,diwali
105,108,mundum neriyathum,neriyathu,consists of,1,diwali
105,109,mundum neriyathum,white,includes,1,diwali
105,110,mundum neriyathum,cream,includes,1,diwali
105,111,mundum neriyathum,colored,includes,1,diwali
105,112,mundum neriyathum,golden,includes,1,diwali
105,113,mundum neriyathum,malayali women,worn by,1,diwali
105,114,mundum neriyathum,cultural events,worn during,1,diwali
105,115,mundum neriyathum,religious events,worn during,1,diwali
116,117,batik print,madhya pradesh,practices,1,diwali
118,119,shaphee lanphee,shawl,uses,1,diwali
120,124,tribal shawl,cultural heritage,performs,1,diwali
120,125,tribal shawl,social status,performs,1,diwali
126,127,lasingphee,fabric,made from,1,diwali
126,128,lasingphee,vibrant colors and patterns,features,1,diwali
126,129,lasingphee,quilts,is,1,diwali
130,131,ryndia,shawls,used to create,1,diwali
130,132,ryndia,garments,used to create,1,diwali
133,134,dakmanda,wrap-around skirt,performs,1,diwali
135,136,jainsem,hand-woven fabrics,made from,1,diwali
135,137,jainsem,cultural attire,reflects,1,diwali
138,136,dhara,hand-woven fabrics,made from,1,diwali
139,140,puanchei,festive occasions,performs,1,diwali
139,30,puanchei,dances,performs,1,diwali
141,142,loin loom weaving,puan,performs,1,diwali
144,143,teri phiketsu,headhunting ceremonies,performed during,1,diwali
141,131,loin loom weaving,shawls,performs,1,diwali
141,132,loin loom weaving,garments,performs,1,diwali
96,148,dhurrie,homes,used in,1,diwali
149,150,bagru block print,chhipa community,performed by,1,diwali
151,152,lepcha thara,thara,performs,1,diwali
153,154,rasipuram silk saree,traditional textile repertoire,part of,1,diwali
155,103,rasipuram sarees,textiles,participate in,1,diwali
158,159,risa sormani,transition to womanhood,marks,1,diwali
160,161,tuisa,handwoven textile,uses,1,diwali
162,163,loi,weaving traditions,reflects,1,diwali
164,165,pichhora,kumaoni women,worn by,1,diwali
