node_id,label,level,cultural_group,domain,source_dataset,frequency
0,human,0,universal,identity,schema,1
1,mariam,3,algeria,unknown,arabculture,1
2,eating breakfast,2,algeria,unknown,arabculture,1
3,algeria,3,algeria,unknown,arabculture,107
4,breakfast,2,algeria,unknown,arabculture,2
5,hamis,2,algeria,unknown,arabculture,1
6,complete and satisfying meal,2,algeria,unknown,arabculture,1
7,mshousha,2,algeria,unknown,arabculture,1
8,baking sweets,2,algeria,unknown,arabculture,1
9,algerians,3,algeria,unknown,arabculture,3
10,providing fruit when visiting a sick person,2,algeria,unknown,arabculture,1
11,favorite light meal,2,algeria,unknown,arabculture,1
12,acasmic meal,2,algeria,unknown,arabculture,1
13,ways of eating,2,algeria,unknown,arabculture,1
14,eating street food,2,algeria,unknown,arabculture,1
15,tbtoul,3,algeria,unknown,arabculture,1
16,playing at home,2,algeria,unknown,arabculture,1
17,smir,4,algeria,unknown,arabculture,1
18,children's video games,3,algeria,unknown,arabculture,1
19,children,4,algeria,unknown,arabculture,6
20,drinking milk with chocolate in the morning,2,algeria,unknown,arabculture,1
21,kuskus at lunch,2,algeria,unknown,arabculture,1
22,محاجب,2,algeria,unknown,arabculture,1
23,mريم,3,algeria,unknown,arabculture,1
24,مريم,2,algeria,unknown,arabculture,1
25,شربة بالخضار مع أكلة جانبية,2,algeria,unknown,arabculture,1
26,halwa,2,algeria,unknown,arabculture,1
27,eating fresh fruits,2,algeria,unknown,arabculture,1
28,kabba,2,algeria,unknown,arabculture,1
29,morning breakfast,3,algeria,unknown,arabculture,1
30,street,2,algeria,unknown,arabculture,1
31,banat,3,algeria,unknown,arabculture,1
32,astamta3,2,algeria,unknown,arabculture,1
33,women,3,algeria,unknown,arabculture,1
34,watching television,2,algeria,unknown,arabculture,1
35,eating habits during ramadan,2,algeria,unknown,arabculture,1
36,adhering to eating etiquette,2,algeria,unknown,arabculture,1
37,eating according to traditions,2,algeria,unknown,arabculture,1
38,giving gifts,2,algeria,unknown,arabculture,1
39,playing sports,2,algeria,unknown,arabculture,1
40,local algerian songs,2,algeria,unknown,arabculture,1
41,egypt,3,egypt,unknown,arabculture,6
42,kenafeh,2,egypt,unknown,arabculture,1
43,cataif,3,egypt,unknown,arabculture,1
44,mango,2,egypt,unknown,arabculture,1
45,bottle gourd,3,egypt,unknown,arabculture,1
46,egypt,2,egypt,unknown,arabculture,1
47,people,4,egypt,unknown,arabculture,3
48,watching movies,3,egypt,unknown,arabculture,1
49,drinking tea after eating,2,egypt,unknown,arabculture,1
50,ahmed,4,egypt,unknown,arabculture,1
51,eating boiled eggs during suhoor,2,egypt,unknown,arabculture,1
52,tineesh,3,egypt,unknown,arabculture,1
53,father,2,egypt,unknown,arabculture,1
54,bringing tineesh,2,egypt,unknown,arabculture,1
55,aunt,4,egypt,unknown,arabculture,1
56,grapefruit,3,egypt,unknown,arabculture,1
57,mohamed,4,egypt,unknown,arabculture,2
58,jowafa,3,egypt,unknown,arabculture,1
59,buying jowafa for his family,2,egypt,unknown,arabculture,1
60,eating food at noon,2,egypt,unknown,arabculture,1
61,talking food,2,egypt,unknown,arabculture,1
62,fattah,3,egypt,unknown,arabculture,1
63,fatima,2,egypt,unknown,arabculture,1
64,children,3,egypt,unknown,arabculture,1
65,playing gullul,2,egypt,unknown,arabculture,1
66,casually,4,general,unknown,culturebank,1
67,comfortable clothing,3,general,unknown,culturebank,2
68,general,2,general,unknown,culturebank,6
69,sweatpants,3,general,unknown,culturebank,1
70,pajamas,3,general,unknown,culturebank,1
71,none,2,general,unknown,culturebank,1
72,general,3,general,unknown,culturebank,1
73,early dinners,2,general,unknown,culturebank,1
74,strip malls,4,general,unknown,culturebank,1
75,regular malls,4,general,unknown,culturebank,1
76,united states,4,general,unknown,culturebank,24
77,coffee,2,general,unknown,culturebank,1
78,milk,3,united states,unknown,culturebank,1
79,bread,3,general,unknown,culturebank,1
80,breakfast,4,united states,unknown,culturebank,4
81,variety of breakfast options,2,general,unknown,culturebank,1
82,us,4,general,unknown,culturebank,1
83,shopping at aldi for affordability and unique experience,2,general,unknown,culturebank,1
84,peanut butter,2,general,unknown,culturebank,1
85,fanta,2,general,unknown,culturebank,1
86,chicken burgers,3,united states,unknown,culturebank,1
87,cereal,4,general,unknown,culturebank,1
88,natural beauty,3,general,unknown,culturebank,1
89,unique landscapes and natural wonders,2,general,unknown,culturebank,1
90,iced coffee,4,united states,unknown,culturebank,1
91,whipped cream,3,united states,unknown,culturebank,1
92,united states,2,general,unknown,culturebank,4
93,american food,4,united states,unknown,culturebank,1
94,french food culture,3,france,unknown,culturebank,1
95,france,2,general,unknown,culturebank,1
96,card payments,3,general,unknown,culturebank,1
97,cashless payments,2,general,unknown,culturebank,1
98,pizza,3,general,unknown,culturebank,1
99,american-style pepperoni,2,general,unknown,culturebank,1
100,affordable wine,3,general,unknown,culturebank,1
101,ice cream,3,general,unknown,culturebank,1
102,guests,4,general,unknown,culturebank,1
103,couples,4,general,unknown,culturebank,1
104,mother's day,3,general,unknown,culturebank,1
105,grapes,3,general,unknown,culturebank,1
106,grape consumption and purchasing,2,general,unknown,culturebank,1
107,intermission,4,general,unknown,culturebank,1
108,breaks and socializing,2,general,unknown,culturebank,1
109,europe,3,general,unknown,culturebank,2
110,higher quality of life,2,general,unknown,culturebank,1
111,work-life balance,2,general,unknown,culturebank,1
112,cultural diversity,2,general,unknown,culturebank,1
113,burgers,2,general,unknown,culturebank,1
114,fruit,3,general,unknown,culturebank,1
115,diners,3,general,unknown,culturebank,1
116,ordering,4,general,unknown,culturebank,1
117,tipping,4,general,unknown,culturebank,1
118,germany,3,general,unknown,culturebank,3
119,shop,2,general,unknown,culturebank,1
120,bag groceries,2,general,unknown,culturebank,1
121,request specific items,2,general,unknown,culturebank,1
122,chicken and waffles,3,general,unknown,culturebank,1
123,specific products,4,general,unknown,culturebank,1
124,shopping,4,general,unknown,culturebank,1
125,express awe and confusion about the size of the united states,2,general,unknown,culturebank,1
126,"food with high levels of sugar, dyes, and additives",2,general,unknown,culturebank,1
127,eating with hands,4,general,unknown,culturebank,1
128,non-urban areas,3,general,unknown,culturebank,1
129,germany,4,general,unknown,culturebank,1
130,pride in their nationality,2,general,unknown,culturebank,1
131,healthy snacks,4,general,unknown,culturebank,1
132,apples with peanut butter,3,general,unknown,culturebank,1
133,united states,3,general,unknown,culturebank,1
134,america,3,general,unknown,culturebank,1
135,engaging in,4,general,unknown,culturebank,4
136,purchase items and save money,3,general,unknown,culturebank,1
137,impulse buying,3,general,unknown,culturebank,1
138,seeking discounts,3,general,unknown,culturebank,1
139,providing personal information for exclusive savings,3,general,unknown,culturebank,1
140,rice,4,united states,unknown,culturebank,1
141,barcelona,4,general,unknown,culturebank,1
142,preference for locally grown and non-steroided produce,2,general,unknown,culturebank,1
143,general,4,general,unknown,culturebank,1
144,dating for extended periods before marriage,2,general,unknown,culturebank,1
145,pumpkin spice,3,general,unknown,culturebank,1
146,fox news,3,general,unknown,culturebank,1
147,muffins,4,general,unknown,culturebank,1
148,coffee shops,3,general,unknown,culturebank,1
149,oreos,3,general,unknown,culturebank,1
150,snacks,3,general,unknown,culturebank,2
151,preschool kids,4,dz,unknown,blend,1
152,snack,2,dz,unknown,blend,1
153,beer,4,dz,unknown,blend,1
154,food,3,dz,unknown,blend,4
155,fruit,2,dz,unknown,blend,4
156,school cafeteria food,4,dz,unknown,blend,1
157,snack at an amusement park,2,dz,unknown,blend,1
158,dessert,4,dz,unknown,blend,1
159,family meal,4,algeria,unknown,blend,1
160,algeria,2,dz,unknown,blend,2
161,hot drink,2,dz,unknown,blend,1
162,young people,4,dz,unknown,blend,2
163,night club,2,dz,unknown,blend,1
164,company get-together,4,dz,unknown,blend,1
165,soft drink,4,dz,unknown,blend,1
166,soup,4,dz,unknown,blend,1
167,street food,4,dz,unknown,blend,1
168,seafood,4,dz,unknown,blend,1
169,lunch during the working days in algeria,2,dz,unknown,blend,1
170,food from algeria,2,dz,unknown,blend,1
171,drink,2,dz,unknown,blend,2
172,chicken,4,dz,unknown,blend,1
173,cafe beverage,4,dz,unknown,blend,1
174,food,2,dz,unknown,blend,5
175,meat,2,dz,unknown,blend,1
176,side dish,2,dz,unknown,blend,1
177,soccer game,4,dz,unknown,blend,1
178,male students,4,dz,unknown,blend,1
179,sports,2,dz,unknown,blend,1
180,symbolic food,4,dz,unknown,blend,1
181,new year,3,dz,unknown,blend,1
182,food,4,dz,unknown,blend,4
183,ramadan,4,dz,unknown,blend,1
184,eid ul fitr,3,dz,unknown,blend,1
185,eid ul adha,3,dz,unknown,blend,1
186,dish,2,dz,unknown,blend,1
187,festive meal,2,dz,unknown,blend,1
188,charity food,2,dz,unknown,blend,1
189,fast food,2,dz,unknown,blend,1
190,tea,4,algeria,unknown,blend,1
191,coffee,4,algeria,unknown,blend,1
192,traditional food,2,dz,unknown,blend,1
193,dipping sauce,2,dz,unknown,blend,1
194,wheat-based food item,2,dz,unknown,blend,1
195,typical drink,2,dz,unknown,blend,1
196,fish dish,2,dz,unknown,blend,1
197,rainy weather,4,dz,unknown,blend,1
198,men,4,dz,unknown,blend,1
199,women,4,dz,unknown,blend,1
200,watching sport,2,dz,unknown,blend,1
201,diwali,3,dz,unknown,blend,1
202,late-night snacks,2,dz,unknown,blend,1
203,spicy dish,4,dz,unknown,blend,1
204,food items,4,dz,unknown,blend,1
205,hard liquor,4,dz,unknown,blend,1
206,seasoning,2,dz,unknown,blend,1
207,foods,4,dz,unknown,blend,1
208,retired women,4,dz,unknown,blend,1
209,diwali,2,dz,unknown,blend,1
210,retired men,4,dz,unknown,blend,1
211,snack,3,dz,unknown,blend,1
212,cinema,4,dz,unknown,blend,1
213,chip/crisp,2,dz,unknown,blend,1
214,cost-effective and quick meal option,2,dz,unknown,blend,1
215,cooking shows,2,dz,unknown,blend,1
216,chocolate brand,2,dz,unknown,blend,1
217,cheese,2,dz,unknown,blend,1
218,not the most disliked vegetable,2,dz,unknown,blend,1
219,food in food courts,2,dz,unknown,blend,1
220,morning drink,4,dz,unknown,blend,1
221,traditional dessert,2,dz,unknown,blend,1
222,food served during easter,2,dz,unknown,blend,1
223,elderly,4,dz,unknown,blend,1
224,vegetable,2,dz,unknown,blend,1
225,tourist,4,dz,unknown,blend,1
226,stew,2,dz,unknown,blend,1
227,insect,2,dz,unknown,blend,1
228,sweets,2,dz,unknown,blend,1
229,pregnant women,4,dz,unknown,blend,1
230,traditional non-alcoholic drink,2,dz,unknown,blend,1
231,farmers,4,dz,unknown,blend,1
232,lunch,2,dz,unknown,blend,1
233,wedding,4,dz,unknown,blend,1
234,christmas day,4,dz,unknown,blend,1
235,fast food chain,4,dz,unknown,blend,1
236,takeaway food,2,dz,unknown,blend,1
237,snacks,2,dz,unknown,blend,1
238,beach,4,dz,unknown,blend,1
239,new year's eve,4,dz,unknown,blend,1
240,nurse,4,algeria,unknown,candle,1
241,candle,3,nurse,unknown,candle,1
