source_id,target_id,source_label,target_label,relation_type,weight,source_dataset
1,2,algerians,providing fruits when visiting a patient,enjoy,1,arabculture
3,4,children,performing their favorite traditions,enjoy,1,arabculture
5,6,maa'ayidah,family and acquaintances,enjoy,1,arabculture
7,8,banat,thigh meat,enjoy,1,arabculture
1,10,algerians,mokalat al-tawaleel lil-salam,enjoy,1,arabculture
3,11,children,avoiding provocations without talking,enjoy,1,arabculture
12,14,child,game,enjoys playing,1,arabculture
15,16,women,visiting the grave,enjoy visiting the grave,1,arabculture
17,18,a song,family,enjoy,1,arabculture
19,20,parents,outings,enjoy,1,arabculture
3,20,children,outings,enjoy,1,arabculture
21,22,algeria,proverb,enjoy,1,arabculture
24,25,sons,meeting,enjoy,1,arabculture
3,27,children,breakfast,enjoy,1,arabculture
27,28,breakfast,milk with chocolate,includes,1,arabculture
21,29,algeria,kuskus,enjoys eating,1,arabculture
30,31,saher,mashwi,enjoy eating,1,arabculture
33,34,adults,making children happy,enjoy,1,arabculture
1,35,algerians,celebrating mawlid al-nabi,enjoy,1,arabculture
36,37,girls,spending time together,enjoy,1,arabculture
15,39,women,daughters,enjoy,1,arabculture
3,40,children,street,enjoy playing,1,arabculture
7,42,banat,meeting together,enjoy,1,arabculture
15,44,women,television,enjoy watching,1,arabculture
1,45,algerians,adherence to eating etiquette,enjoy,1,arabculture
1,46,algerians,eating,enjoy,1,arabculture
1,47,algerians,giving gifts,enjoy,1,arabculture
3,48,children,playing sports,enjoy,1,arabculture
19,49,parents,optimal conditions for children,enjoy providing,1,arabculture
22,21,proverb,algeria,enjoy,2,arabculture
21,52,algeria,good deeds,values,1,arabculture
53,54,egypt,baticha,enjoy,1,arabculture
55,56,youth,valentine's day,enjoy,1,arabculture
57,58,salam alaikum,entering transportation or a house or place,enjoy saying,1,arabculture
59,60,communication,interaction,enjoy,1,arabculture
61,62,bint,looking at her mouth,enjoy,1,arabculture
22,53,proverb,egypt,enjoy,1,arabculture
64,65,siblings,sharing,enjoy,1,arabculture
19,3,parents,children,read to,1,arabculture
66,67,ahmed,egyptian breakfast,enjoys eating,1,arabculture
53,68,egypt,jamees,enjoy,1,arabculture
69,70,joafa,mohamed,enjoy,1,arabculture
71,72,sham al-nisim,watching lumbi,enjoy,1,arabculture
18,73,family,sixth of october,enjoy,1,arabculture
53,74,egypt,afтар,enjoy,1,arabculture
53,75,egypt,returning home after work/study,enjoy,1,arabculture
76,77,mohamed and his friends,playing,enjoy,1,arabculture
78,79,coffee,general,enjoy,1,culturebank
79,81,general,prices and availability,complain about,1,culturebank
82,84,audience,gratitude,enjoy expressing gratitude,1,culturebank
83,84,employer,gratitude,enjoy expressing gratitude,1,culturebank
27,85,breakfast,a variety of breakfast options,enjoy,1,culturebank
86,89,friendliness,display,enjoy,1,culturebank
87,89,kindness,display,enjoy,1,culturebank
88,89,openness,display,enjoy,1,culturebank
90,91,customer,service staff,receive better service,1,culturebank
90,92,customer,dissatisfaction,express,1,culturebank
90,93,customer,frustration,express,1,culturebank
90,94,customer,behavior,demand,1,culturebank
