node_id,label,level,cultural_group,domain,source_dataset,frequency
0,human,0,universal,identity,schema,1
1,algeria,1,algeria,unknown,arabculture,14
2,ramadan,1,algeria,unknown,arabculture,2
3,fava beans for breakfast,3,egypt,unknown,arabculture,1
4,food,1,egypt,unknown,arabculture,8
5,roasted chicken stuffed with onions,3,egypt,unknown,arabculture,1
6,prepared food,3,egypt,unknown,arabculture,1
7,nile valley,1,egypt,unknown,arabculture,1
8,americans,3,general,unknown,culturebank,1
9,snacks at malls,3,dz,unknown,blend,1
10,hot drinks,3,dz,unknown,blend,1
11,bread,5,dz,unknown,blend,1
12,traditional dishes,1,dz,unknown,blend,2
