source_id,target_id,source_label,target_label,relation_type,weight,source_dataset
1,3,apatani jacket,disciplined aesthetic and cultural identity,reflects,1,diwali
2,3,apatani scarf,disciplined aesthetic and cultural identity,reflects,1,diwali
4,6,tangsa lungis,tribal identity and craftsmanship,reflects,1,diwali
5,6,tangsa bags,tribal identity and craftsmanship,reflects,1,diwali
7,8,nyishi textile,cultural heritage,reflects,1,diwali
9,10,dhokona,rabha tribe,reflects heritage,1,diwali
11,13,altar cloths,christian heritage,reflects,1,diwali
12,13,liturgical vestments,christian heritage,reflects,1,diwali
15,14,phulkari,haryana,reflects,1,diwali
16,17,thapada,embroidery styles,reflects,1,diwali
18,19,kinnauri shawl,rich cultural heritage of the region,reflects,1,diwali
20,21,rampur chaddar,textile heritage,reflects,1,diwali
22,23,kasaragod saree,region's unique weaving techniques,reflects,1,diwali
24,25,batik print,cultural tapestry,reflects,1,diwali
26,27,himroo fabric,persian designs,reflects,1,diwali
28,29,hmaram,algeria,reflects,1,diwali
30,31,bomkai saree,region's rich heritage,reflects,1,diwali
32,33,kotpad handloom,tribal culture of the area,reflects,1,diwali
15,34,phulkari,heritage,reflects,1,diwali
35,36,punjab,vibrant and decorative crafts,reflects,1,diwali
39,38,ajrakh,rich textile heritage,reflects,1,diwali
40,41,kanchipuram silk saree,temple architecture,reflects,1,diwali
40,42,kanchipuram silk saree,nature,reflects,1,diwali
40,43,kanchipuram silk saree,mythology,reflects,1,diwali
44,45,arani silk saree,skilled craftsmanship,reflects,1,diwali
46,34,toda embroidery,heritage,reflects,1,diwali
48,49,garad sari,purity,reflects,1,diwali
50,51,khes,utilitarian yet artistic weaving practices,reflects,1,diwali
52,54,chikankari embroidery,aesthetic sensibilities of the era,reflects,1,diwali
55,57,pashmina wool,weaving traditions,reflects,1,diwali
59,58,coir weaving,lakshadweep,reflects,1,diwali
62,60,pondicherry handloom fabrics,vibrant colors,reflects,1,diwali
62,57,pondicherry handloom fabrics,weaving traditions,reflects,1,diwali
63,64,khadi textiles,traditional craftsmanship,reflects,1,diwali
65,66,bihu dance,assamese new year,reflects,1,diwali
67,69,bhortal nritya,assam,reflects,1,diwali
70,71,barpeta's bhortal nritya,barpeta's cultural heritage,reflects,2,diwali
73,69,tea folk dances,assam,reflects,2,diwali
75,74,relo dance,local traditions,reflects,1,diwali
77,76,tribal folk dance,kunbi,reflects,1,diwali
78,79,mando,love and tragedy,reflects,1,diwali
80,81,corridinho,portuguese,reflects,1,diwali
82,83,tiatr,social issues,reflects,1,diwali
86,84,united states,capitalist society,reflects,1,culturebank
84,85,capitalist society,expectations of payment for goods and services,characterized by,1,culturebank
88,87,4th of july,patriotic displays and expressions of national pride,reflects,1,culturebank
89,90,relaxed attitude towards drug use,los angeles,reflects,1,culturebank
86,92,united states,sweet drinks,reflects,1,culturebank
29,93,algeria,family,reflects,1,blend
