node_id,label,level,cultural_group,domain,source_dataset,frequency
0,human,0,universal,identity,schema,1
1,algeria,1,algeria,unknown,arabculture,2
2,fruit,1,algeria,unknown,arabculture,1
3,pochampally ikat,3,andhra pradesh,unknown,diwali,2
4,intricate geometric patterns,2,andhra pradesh,unknown,diwali,1
5,kalamkari,3,andhra pradesh,unknown,diwali,1
6,hand-painting,4,andhra pradesh,unknown,diwali,1
7,block-printing,4,andhra pradesh,unknown,diwali,1
8,intricate designs,5,andhra pradesh,unknown,diwali,5
9,natural color palette,5,andhra pradesh,unknown,diwali,1
10,pedana kalamkari,2,andhra pradesh,unknown,diwali,1
11,hand-painted designs,4,andhra pradesh,unknown,diwali,1
12,mythological narratives,4,andhra pradesh,unknown,diwali,1
13,natural dyes,4,andhra pradesh,unknown,diwali,1
14,srikalahasti kalamkari,2,andhra pradesh,unknown,diwali,1
15,minyong,3,arunachal pradesh,unknown,diwali,1
16,broken stripe pattern,5,arunachal pradesh,unknown,diwali,1
17,geometric flower-like motifs,5,arunachal pradesh,unknown,diwali,1
18,nyishi textile,3,arunachal pradesh,unknown,diwali,1
19,distinctive patterns and colors,2,arunachal pradesh,unknown,diwali,1
20,muga silk,5,assam,unknown,diwali,1
21,natural golden sheen,5,assam,unknown,diwali,1
22,eri silk,3,assam,unknown,diwali,1
23,soft,5,assam,unknown,diwali,1
24,warm,5,assam,unknown,diwali,1
25,durable,5,assam,unknown,diwali,5
26,karbi shawl,3,assam,unknown,diwali,1
27,bright colors,2,assam,unknown,diwali,1
28,unique patterns,2,assam,unknown,diwali,1
29,miri jimo,3,misings,unknown,diwali,1
30,distinctive patterns,2,assam,unknown,diwali,3
31,intricate patterns,5,bihar,unknown,diwali,9
32,stories,5,bihar,unknown,diwali,1
33,sujani embroidery,2,bihar,unknown,diwali,1
34,bhagalpuri chadar,5,bihar,unknown,diwali,1
35,unique patterns,5,bihar,unknown,diwali,1
36,block printing technique,2,bihar,unknown,diwali,1
37,kosa silk,4,chhattisgarh,unknown,diwali,1
38,natural texture,2,chhattisgarh,unknown,diwali,1
39,durability,2,chhattisgarh,unknown,diwali,1
40,kunbi saree,3,goa,unknown,diwali,1
41,simple checkered patterns,5,goa,unknown,diwali,1
42,goan crochet and embroidery,3,goa,unknown,diwali,1
43,bandhani,3,gujarat,unknown,diwali,2
44,patterns,4,gujarat,unknown,diwali,1
45,complex weaving process,5,gujarat,unknown,diwali,1
46,patola,2,gujarat,unknown,diwali,1
47,intricate geometric and floral patterns,5,gujarat,unknown,diwali,2
48,rich colors,5,gujarat,unknown,diwali,2
49,symmetrical designs,5,gujarat,unknown,diwali,1
50,ajrakh textiles,5,gujarat,unknown,diwali,1
51,mashru,3,gujarat,unknown,diwali,1
52,vibrant stripes or patterns,2,gujarat,unknown,diwali,1
53,multicolored geometric designs or checks,4,gujarat,unknown,diwali,1
54,dhabla,2,gujarat,unknown,diwali,1
55,kutchi embroidery,3,gujarat,unknown,diwali,1
56,exquisite detailing and vibrant threadwork,2,gujarat,unknown,diwali,1
57,geometric patterns,5,haryana,unknown,diwali,3
58,bagh,2,haryana,unknown,diwali,2
59,chope,3,haryana,unknown,diwali,1
60,panja dhurrie,3,haryana,unknown,diwali,1
61,kullu shawl,3,himachal pradesh,unknown,diwali,1
62,traditional motifs,2,himachal pradesh,unknown,diwali,1
63,thapada,3,himachal pradesh,unknown,diwali,1
64,wider patterns and decorations,5,himachal pradesh,unknown,diwali,1
65,kinnauri shawl,3,himachal pradesh,unknown,diwali,1
66,vibrant colors,5,himachal pradesh,unknown,diwali,4
67,pattu,5,himachal pradesh,unknown,diwali,1
68,warmth,5,himachal pradesh,unknown,diwali,2
69,durability,5,himachal pradesh,unknown,diwali,3
70,kullu patti,3,himachal pradesh,unknown,diwali,1
71,coarse,5,himachal pradesh,unknown,diwali,1
72,woolen,5,himachal pradesh,unknown,diwali,1
73,paitkar painting,3,jharkhand,unknown,diwali,1
74,narrative scrolls,4,jharkhand,unknown,diwali,1
75,motifs,4,jharkhand,unknown,diwali,3
76,dokra weaving,2,jharkhand,unknown,diwali,1
77,santhal saree cloth,3,jharkhand,unknown,diwali,1
78,traditional patterns and motifs,5,jharkhand,unknown,diwali,1
79,mysore silk sarees,3,karnataka,unknown,diwali,1
80,smooth texture,5,karnataka,unknown,diwali,1
81,lustrous appeal,5,karnataka,unknown,diwali,1
82,patterns,3,karnataka,unknown,diwali,1
83,kasuti embroidery,3,karnataka,unknown,diwali,1
84,patteda anchu saree,3,karnataka,unknown,diwali,1
85,checked patterns,4,karnataka,unknown,diwali,1
86,contrasting borders,4,karnataka,unknown,diwali,2
87,thiruvananthapuram saree,5,kerala,unknown,diwali,1
88,fine weaving and subtle elegance,2,kerala,unknown,diwali,1
89,handloom textiles,4,kerala,unknown,diwali,2
90,unique blend of traditional and contemporary designs,2,kerala,unknown,diwali,1
