node_id,label,level,cultural_group,domain,source_dataset,frequency
0,human,0,universal,identity,schema,1
1,big party,4,egypt,unknown,arabculture,1
2,bride's house,5,egypt,unknown,arabculture,1
3,riha,3,assam,unknown,diwali,1
4,intricate designs,5,assam,unknown,diwali,2
5,dhurrie,5,haryana,unknown,diwali,1
6,vibrant colors and geometric designs,2,haryana,unknown,diwali,2
7,leirum phee,3,manipur,unknown,diwali,1
8,red and black patterns,5,manipur,unknown,diwali,1
9,white base,5,manipur,unknown,diwali,1
10,dakmanda,3,garo women,unknown,diwali,1
11,raw cotton,4,garo women,unknown,diwali,1
12,dhara,3,meghalaya,unknown,diwali,1
13,single piece of material,5,meghalaya,unknown,diwali,1
14,tribal patterns,5,nagaland,unknown,diwali,1
15,colors,5,nagaland,unknown,diwali,1
16,textiles,2,nagaland,unknown,diwali,1
17,dhurrie,4,punjab,unknown,diwali,1
18,wooden blocks,5,rajasthan,unknown,diwali,1
19,fabric,5,rajasthan,unknown,diwali,1
20,lepcha thara,3,sikkim,unknown,diwali,1
21,vibrant colors,5,sikkim,unknown,diwali,1
22,intricate patterns,5,sikkim,unknown,diwali,1
23,risa,3,tripura,unknown,diwali,1
24,upper garment,2,tripura,unknown,diwali,1
25,headgear,2,tripura,unknown,diwali,1
26,tuisa,3,tripura,unknown,diwali,1
27,intricate weaving techniques,5,tripura,unknown,diwali,1
28,silk weaving,4,uttarakhand,unknown,diwali,1
29,spinning,4,uttarakhand,unknown,diwali,1
30,weaving,4,uttarakhand,unknown,diwali,1
31,dyeing,4,uttarakhand,unknown,diwali,1
32,nicobari pandanus mats,5,andaman and nicobar islands,unknown,diwali,1
33,pandan leaves,5,andaman and nicobar islands,unknown,diwali,1
34,ari embroidery,3,puducherry,unknown,diwali,1
35,intricate needlework,5,puducherry,unknown,diwali,1
36,working through lunch,4,general,unknown,culturebank,1
37,taking quick or no breaks,4,general,unknown,culturebank,1
38,occasional hour-long breaks,4,general,unknown,culturebank,1
39,lunch,2,general,unknown,culturebank,1
40,breaks,2,general,unknown,culturebank,1
41,cameras,1,general,unknown,culturebank,1
42,parking enforcement,2,general,unknown,culturebank,1
