source_id,target_id,source_label,target_label,relation_type,weight,source_dataset
1,2,dance,bags,includes,1,arabculture
3,4,mahr,gold set,includes,1,arabculture
3,5,mahr,gifts,includes,1,arabculture
7,6,savings罐,brass瓶,includes,1,arabculture
9,8,game,naila,includes,1,arabculture
11,9,salamander and snake,game,includes,1,arabculture
12,10,playing,children,includes,1,arabculture
14,15,nile valley,burial practices,hosts,1,arabculture
16,17,venkatagiri cotton,sarees and salwar suits,used for,1,diwali
18,19,kalamkari,srikalahasti style,includes,1,diwali
18,20,kalamkari,machilipatnam style,includes,1,diwali
21,23,gale,geometric patterns,features,1,diwali
21,24,gale,elements of nature and tribal folklore,symbolizes,1,diwali
25,26,minyong,adi community,includes,1,diwali
27,28,monpa woolen weave,tawang district,includes,1,diwali
29,31,tangsa lungis,distinct patterns and colors,includes,1,diwali
30,31,tangsa bags,distinct patterns and colors,includes,1,diwali
32,34,wancho bag,unique designs,includes,1,diwali
32,35,wancho bag,cultural motifs,includes,1,diwali
36,37,mekhela chador,mekhela,includes,1,diwali
36,38,mekhela chador,chador,includes,1,diwali
39,41,riha,traditional three-piece attire worn by assamese women,included in,1,diwali
42,43,miri jimo,textile,is_a,1,diwali
42,44,miri jimo,distinctive patterns,features,1,diwali
45,46,madhubani painting,intricate designs,includes,1,diwali
47,48,alacha fabric,dupatta,includes,1,diwali
47,49,alacha fabric,veil,includes,1,diwali
50,51,chaapa sarees,chaapa,includes,1,diwali
52,53,bawan buti weave,motifs,includes,1,diwali
54,53,bastar tribal weaves,motifs,includes,1,diwali
56,53,pata weaving,motifs,includes,1,diwali
57,58,dhabla,geometric designs,includes,1,diwali
59,60,kambal,dhablas,includes,1,diwali
61,62,bagh,phulkari,includes,3,diwali
63,62,chope,phulkari,includes,1,diwali
64,23,khes,geometric patterns,includes,1,diwali
64,65,khes,durability and warmth,values,1,diwali
66,46,sohrai,intricate designs,includes,1,diwali
67,46,khovar,intricate designs,includes,1,diwali
69,71,dokra weaving,intricate patterns on cotton or silk fabrics using natural dyes,includes,1,diwali
69,71,dokra weaving,intricate patterns on cotton or silk fabrics using natural dyes,involves creating,1,diwali
72,74,santhal saree cloth,traditional patterns and motifs,includes,1,diwali
75,77,molakalmuru saree,fruits,includes,1,diwali
75,78,molakalmuru saree,animals,includes,1,diwali
75,79,molakalmuru saree,flowers,includes,1,diwali
80,81,chendamangalam saree,puliyilakara (tamarind leaf border),includes,1,diwali
80,82,chendamangalam saree,unique stripe patterns,includes,1,diwali
83,85,settu mundu,two-piece garment,includes,1,diwali
86,87,bagh print,natural dyes,includes,1,diwali
86,88,bagh print,vibrant red and black patterns,includes,1,diwali
86,89,bagh print,cotton fabrics,includes,1,diwali
86,90,bagh print,silk fabrics,includes,1,diwali
91,92,dabu print,mud-resist hand-block printing technique,includes,1,diwali
91,93,dabu print,fabric,used to create unique patterns on fabrics,1,diwali
94,46,gond painting on fabric,intricate designs,includes,1,diwali
95,33,himroo fabric,diwali,includes,1,diwali
96,97,mashru fabric,satin finish,includes,1,diwali
96,98,mashru fabric,bright stripes or patterns,includes,1,diwali
99,100,moirang phee,moirang pheejin,includes,1,diwali
101,43,leirum phee,textile,includes,1,diwali
101,103,leirum phee,distinctive red and black patterns on a white base,features,1,diwali
104,53,shaphee lanphee,motifs,includes,1,diwali
105,106,ryndia,shawls,includes,1,diwali
107,109,dakmanda,wrap-around skirt,includes,1,diwali
107,110,dakmanda,symmetrical designs,features,1,diwali
111,112,thoh shiliang,eri silk,includes,1,diwali
113,112,chappang,eri silk,includes,1,diwali
113,115,chappang,natural dyes and intricate weaving patterns,features,1,diwali
117,116,dhara,hand-woven fabric,made from,1,diwali
118,119,puan,tribal motifs,includes,1,diwali
120,118,puanchei,puan,includes,1,diwali
122,33,ngotekherh,diwali,includes,1,diwali
123,124,angami lohe shawl,animal motifs,includes,1,diwali
125,46,chakhesang shawl,intricate designs,includes,1,diwali
126,46,chakhesang naga shawl,intricate designs,features,1,diwali
127,128,ao naga cowrie apron,cowrie shells,includes,1,diwali
129,130,sambalpuri ikat,shankha,includes motif,1,diwali
129,131,sambalpuri ikat,chakra,includes motif,1,diwali
129,132,sambalpuri ikat,phula,includes motif,1,diwali
133,134,berhampuri patta,phoda kumbha design,includes motif,1,diwali
64,23,khes,geometric patterns,features,1,diwali
135,137,jamdani,intricate patterns,includes,1,diwali
135,136,jamdani,fine muslin textile,features,1,diwali
138,139,bandhani,tie-dye technique,includes,1,diwali
140,141,mothra,leheriya tie-dye technique,includes,1,diwali
142,143,kodalikaruppur saree,hand painting,includes,1,diwali
142,144,kodalikaruppur saree,block printing,includes,1,diwali
142,145,kodalikaruppur saree,brocade weaving,includes,1,diwali
146,33,kora cotton saree,diwali,includes,1,diwali
