source_id,target_id,source_label,target_label,relation_type,weight,source_dataset
2,3,kunbi saree,100% cotton,made_from,1,diwali
4,5,mashru,algeria,is_made_of,1,diwali
9,5,chanderi sari,algeria,made_of,1,diwali
15,16,berhampuri patta,eri silk,made_from,1,diwali
19,16,thirubuvanam silk saree,eri silk,made_from,1,diwali
21,5,koorainadu saree,algeria,made_from,1,diwali
22,23,blankets,deccani sheep wool,made_from,1,diwali
5,27,algeria,locally sourced sheep and yak wool,made_from,1,diwali
28,29,nicobari banners,white cotton fabric,made_from,1,diwali
5,35,algeria,pashmina shawl,made_from,1,diwali
40,41,khadi,hand-spun and hand-woven,made_by,1,diwali
