node_id,label,level,cultural_group,domain,source_dataset,frequency
0,human,0,universal,identity,schema,1
1,béjaïa region,3,algeria,unknown,arabculture,1
2,dance,1,algeria,unknown,arabculture,4
3,beauty,4,algeria,unknown,arabculture,1
4,region,1,algeria,unknown,arabculture,1
5,north africa,1,algeria,unknown,arabculture,1
6,nile valley,1,egypt,unknown,arabculture,2
7,commuting culture,3,egypt,unknown,arabculture,1
8,algeria,1,egypt,unknown,arabculture,11
9,durability,3,andhra pradesh,unknown,diwali,1
10,"soft texture, lightweight nature",3,andhra pradesh,unknown,diwali,1
11,srikalahasti kalamkari,2,andhra pradesh,unknown,diwali,1
12,hand-painted designs,3,andhra pradesh,unknown,diwali,1
13,broken stripe pattern,3,arunachal pradesh,unknown,diwali,1
14,natural golden sheen,3,assam,unknown,diwali,1
15,eri silk,1,assam,unknown,diwali,1
16,"soft, warm, durable",3,assam,unknown,diwali,1
17,fabric,1,bihar,unknown,diwali,4
18,lightweight striped cloth,3,bihar,unknown,diwali,1
19,kunbi saree,3,goa,unknown,diwali,1
20,checkered patterns in red and black,3,goa,unknown,diwali,1
21,ajrakh textiles,3,gujarat,unknown,diwali,1
22,rich colors and symmetrical designs,3,gujarat,unknown,diwali,1
23,dhurrie,2,haryana,unknown,diwali,1
24,intricate_patterns_sturdy_weaves,3,haryana,unknown,diwali,1
25,wider_patterns_and_decorations,3,himachal pradesh,unknown,diwali,1
26,bhagalpuri silk,2,jharkhand,unknown,diwali,1
27,rich texture,3,jharkhand,unknown,diwali,1
28,mysore silk,5,karnataka,unknown,diwali,1
29,"smooth texture, lustrous appeal",3,karnataka,unknown,diwali,1
30,off-white fabric,3,kerala,unknown,diwali,1
31,"vibrant colors, detailed patterns",3,madhya pradesh,unknown,diwali,1
32,unique patterns and textures,3,maharashtra,unknown,diwali,1
33,chanderi sari,3,maharashtra,unknown,diwali,1
34,lightweight texture,3,maharashtra,unknown,diwali,1
35,white_base_with_purple_patterns,3,manipur,unknown,diwali,1
36,kutchi embroidery,1,meghalaya,unknown,diwali,1
37,"black, red, white stripes",3,mizoram,unknown,diwali,1
38,black_and_red_stripes,3,nagaland,unknown,diwali,1
39,berhampuri patta,3,odisha,unknown,diwali,1
40,'phoda kumbha' design,3,odisha,unknown,diwali,1
41,square patterns 'khats',3,rajasthan,unknown,diwali,1
42,kanchipuram silk saree,3,tamil nadu,unknown,diwali,1
43,simple elegance,3,tamil nadu,unknown,diwali,1
44,soft texture and durability,3,tamil nadu,unknown,diwali,1
45,checked patterns,3,telangana,unknown,diwali,1
46,distinctive_patterns,3,tripura,unknown,diwali,1
47,plain white or off-white body with red borders,3,west bengal,unknown,diwali,1
48,plain body with contrasting borders and pallus,3,west bengal,unknown,diwali,1
49,lightweight nature,3,delhi,unknown,diwali,1
50,opulent brocade weave,3,jammu and kashmir,unknown,diwali,1
51,"durability, warmth",3,ladakh,unknown,diwali,1
52,dance tradition,3,andhra pradesh,unknown,diwali,1
53,theatrical dance,3,andhra pradesh,unknown,diwali,1
54,vibrant beats,3,andhra pradesh,unknown,diwali,1
55,nocte dance,3,arunachal pradesh,unknown,diwali,1
56,ritualistic performance,3,assam,unknown,diwali,1
57,dance during festival,3,assam,unknown,diwali,1
58,dhuliya dance,2,assam,unknown,diwali,1
59,drum-based,3,assam,unknown,diwali,1
60,bhojpur region,3,bihar,unknown,diwali,1
61,springtime dance,3,chhattisgarh,unknown,diwali,1
62,chhattisgarh cultural group,3,chhattisgarh,unknown,diwali,1
63,ghumat beats,3,goa,unknown,diwali,1
64,frequent use of bank cheques,3,general,unknown,culturebank,1
65,commonality,3,general,unknown,culturebank,1
66,walking,3,general,unknown,culturebank,1
67,brisk pace,3,general,unknown,culturebank,1
68,"sweet, less spicy flavors",3,general,unknown,culturebank,1
69,adapted chinese food,3,general,unknown,culturebank,1
70,american-style customer service,3,general,unknown,culturebank,1
71,friendliness and helpfulness,3,general,unknown,culturebank,1
72,following a summer schedule,3,general,unknown,culturebank,1
73,activities,1,general,unknown,culturebank,1
74,large courtyard,3,dz,unknown,blend,1
75,couscous,1,dz,unknown,blend,1
76,mountainous areas,3,dz,unknown,blend,1
77,regular basis,3,dentist,unknown,candle,1
78,x-ray procedure,3,dentist,unknown,candle,1
79,regularity,3,doctor,unknown,candle,1
