source_id,target_id,source_label,target_label,relation_type,weight,source_dataset
1,2,family,iftar,participate in,1,arabculture
3,4,mariam,sahur,participates in,1,arabculture
6,7,algeria,mahr,participate in,1,arabculture
7,5,mahr,marriage,performed during,1,arabculture
9,10,children,eid al-fitr,participate in,1,arabculture
12,13,عائلة منى,عيد الاضحى,participate in,1,arabculture
6,14,algeria,henna,participate in,1,arabculture
15,16,عيد الأضحى,الأخ الكبير,participate in,1,arabculture
17,18,family_ban,sharing_meat,participate in,1,arabculture
19,21,companies,celebrating women's day,participate in,1,arabculture
20,21,institutions,celebrating women's day,participate in,1,arabculture
22,23,عيد الأم,سلمى,celebrates,1,arabculture
24,25,rehim,self-entertainment,participates in,1,arabculture
26,28,ab,家务活动,participate in,1,arabculture
29,30,time,rest,spends,1,arabculture
31,32,وقت الفراغ,وقت فراغها,spends,1,arabculture
33,35,men,different ways of communication compared to women,participate in,1,arabculture
36,37,child,game,participate in,1,arabculture
9,38,children,girls' games,participate in,1,arabculture
39,41,ali,playing traditional and well-known games,participate in,1,arabculture
40,41,friends,playing traditional and well-known games,participate in,1,arabculture
9,42,children,games,participate in,2,arabculture
43,44,leila,children's games,participate in,1,arabculture
45,42,saly,games,participate in,1,arabculture
46,42,salmah,games,participate in,1,arabculture
49,48,before burial,family of deceased,involves,1,arabculture
34,51,women,mourning rituals,participate in,1,arabculture
53,52,tiizi wazzu and bjaya,rhythmic dance,participate in,1,arabculture
34,54,women,dance,participate in,1,arabculture
6,55,algeria,رقص خاص و فريد,participate in,1,arabculture
56,57,weekend,outing,participate in,1,arabculture
58,60,grandparents,celebrating with children during the festival,participate in,1,arabculture
61,63,grandchildren,visiting grandparents and spending time with them,participate in,1,arabculture
58,64,grandparents,receiving visits from grandchildren,participate in,1,arabculture
6,65,algeria,proverb,participate in,1,arabculture
66,67,عرس,ليلة تدبارو,participate in,1,arabculture
6,68,algeria,أجيني يا لبلا و لا نجيك,participate in,1,arabculture
69,6,akhwa,algeria,participate in,1,arabculture
72,71,kabir,axwet,participate in,1,arabculture
73,71,ssaghir,axwet,participate in,1,arabculture
74,75,أبناء العم,العطل المدرسية,participate in,1,arabculture
76,78,saher,diwali,participate in,1,arabculture
77,78,mashwi,diwali,participate in,1,arabculture
79,80,زوجان,حفل الزفاف,participate in,1,arabculture
81,82,families,marriage setup,participate in,1,arabculture
6,83,algeria,احتفالات الزواج للرجال vs احتفالات الزواج للنساء,participate in,1,arabculture
84,85,groom,wedding,participate in,1,arabculture
86,87,عروس,لباس جزائري تقليدي,participate in,1,arabculture
88,89,ureesan,ending the wedding ceremony,participate in,1,arabculture
6,90,algeria,events during wedding celebrations,participate in,1,arabculture
91,92,algerians,eid al-adha,participate in,2,arabculture
91,94,algerians,ramadan,participate in,1,arabculture
95,6,go to school,algeria,participate in,1,arabculture
96,95,smir,go to school,go to school with,1,arabculture
97,98,عمر,الجامعة,goes to,1,arabculture
98,99,الجامعة,العمل/ الدراسة,participate in,1,arabculture
100,102,students,return to university accommodation after the end of the academic day,participate in,1,arabculture
100,103,students,meeting and spending time together after school,participate in,1,arabculture
104,105,النساء,المنزل,return to,1,arabculture
106,107,people,greeting with 'assalamu alaikum',participate in,1,arabculture
108,109,discuss,financial situation,participate in,1,arabculture
9,37,children,game,participate in,3,arabculture
110,42,mohamed,games,participate in,1,arabculture
9,111,children,playing outside,participate in,1,arabculture
9,113,children,outdoor games,participate in,1,arabculture
36,114,child,street games,participate in,1,arabculture
115,116,france,music,participate in,1,arabculture
6,117,algeria,local dances,participates in,1,arabculture
6,118,algeria,raqsat t-tadqiliyya,participate in,1,arabculture
119,120,parents,providing the best conditions for children,participate in,1,arabculture
58,122,grandparents,transferring traditions to grandchildren,participate in,1,arabculture
61,123,grandchildren,honoring grandparents,participate in,1,arabculture
69,124,akhwa,serving together,participate in,1,arabculture
69,126,akhwa,time spent outside the house with others,participate in,1,arabculture
74,127,أبناء العم,مناسبات مهمة,participate in,1,arabculture
128,129,حفلات الزفاف,اماكن مخصصة,held in,1,arabculture
130,132,females,wedding celebrations for females,participate in,1,arabculture
131,133,males,wedding celebrations for males,participate in,1,arabculture
134,135,youth,valentine's day,participate in,1,arabculture
136,138,wife,contacting husband for household requests,participate in,1,arabculture
139,37,brothers,game,participate in,1,arabculture
9,140,children,game of chance,participate in,1,arabculture
119,37,parents,game,participate in,1,arabculture
9,143,children,playing with statue on street and house,participate in,1,arabculture
144,146,egypt,broadcasting_song,participate_in,1,arabculture
147,148,tahbiet,southern egypt,participate in,1,arabculture
149,150,nile valley,maulid,participate in,1,arabculture
106,152,people,tunbura,participate in,1,arabculture
106,153,people,raqs al-baladi,participate in,1,arabculture
154,155,بدو,دبكة بدوية,participate in,1,arabculture
156,157,father,repairing home issues,participate in,1,arabculture
58,160,grandparents,tجمعات عائلية,participate in,1,arabculture
61,162,grandchildren,seek help from grandmother,participate in,1,arabculture
139,163,brothers,school,participate in,1,arabculture
69,164,akhwa,tasharikh,participate in,1,arabculture
119,165,parents,outdoor activity,participate in,1,arabculture
9,165,children,outdoor activity,participate in,1,arabculture
167,166,سماح الرقاق,افطار رمضان,participate in,1,arabculture
168,170,الفرح,الحفلة الليلية,participate in,1,arabculture
171,172,jيران,بدء العد التنازلي للسنه الجديده,participate in,1,arabculture
173,174,kora,play,participate in,1,arabculture
175,177,nader,playing snakes and ladders,participate in,1,arabculture
176,177,ahmed,playing snakes and ladders,participate in,1,arabculture
110,37,mohamed,game,participate in,1,arabculture
9,178,children,musical chairs game,participate in,1,arabculture
179,180,samer,playing game on mat,participate in,1,arabculture
181,183,pochampally ikat,craft,participates in,1,diwali
184,186,andhra pradesh,producing pedana kalamkari,participate in,1,diwali
187,188,mishmi tribe,producing shawls,participate in,1,diwali
189,78,tagin tribe,diwali,participate in,1,diwali
190,192,assamese women,wearing riha during religious and cultural ceremonies,participate in,1,diwali
193,194,karbi tribe,weaving skills,participate in,1,diwali
195,196,artisans,sujani embroidery,participate in,1,diwali
197,198,kosa silk,janjgir-champa,participate in,1,diwali
197,199,kosa silk,raigarh,participate in,1,diwali
