source_id,target_id,source_label,target_label,relation_type,weight,source_dataset
1,2,algeria,moderate sahoor meals,prefer,1,arabculture
3,4,fadi,light and simple suhoor,prefers,1,arabculture
1,5,algeria,reliable lenders,prefer,1,arabculture
1,6,algeria,milk with chocolate for breakfast,prefer,1,arabculture
1,7,algeria,using cell phones during free time,prefer,1,arabculture
8,9,nile valley,koshari for lunch,prefer,1,arabculture
10,11,united states,food,prefers,2,culturebank
12,13,employee,"better-paid, rewarding, and enjoyable jobs",prefer,1,culturebank
1,11,algeria,food,prefer,7,culturebank
10,14,united states,peanut butter,prefer,1,culturebank
15,16,german consumers,self-bagging groceries,prefer,1,culturebank
10,17,united states,mobile apps and bank transfers,prefer,1,culturebank
18,19,broadcasters,products,refer_to,1,culturebank
20,21,customer,exact cash,prefers,1,culturebank
22,23,university students,settings,prefer,2,blend
1,24,algeria,sweet pastries,prefer,1,blend
25,26,algerian seniors,traditional dishes,prefer,1,blend
11,26,food,traditional dishes,prefer_playing,1,blend
1,26,algeria,traditional dishes,prefer_playing,1,blend
1,27,algeria,gifts,prefer_playing,1,blend
1,28,algeria,soft drinks,prefer,1,blend
29,30,females in algeria,certain occupations,prefer,1,blend
31,30,males in algeria,certain occupations,prefer,1,blend
11,1,food,algeria,refer_to,1,blend
32,11,men from algeria,food,prefer,1,blend
33,11,women from algeria,food,prefer,1,blend
15,34,german consumers,local products,prefer,1,blend
1,35,algeria,traditional hotels,prefer,1,blend
1,36,algeria,majors with high employability,prefer,1,blend
37,38,retired women,relaxing environments,prefer,1,blend
39,40,wedding attendees,vibrant outfits,prefer,1,blend
1,41,algeria,chips/crisps with specific flavours,prefer,1,blend
1,42,algeria,cost-effective meals,prefer,1,blend
1,43,algeria,local vegetables,prefer,1,blend
11,44,food,traditional toys,prefer,1,blend
45,46,algerian girls,traditional dolls,prefer,1,blend
1,47,algeria,virgin olive oil,prefer,1,blend
48,49,beachgoers,refreshing salads,prefer,1,blend
1,50,algeria,olympic sports,prefer,1,blend
51,52,photographer,ease of work,prefers,1,candle
