source_id,target_id,source_label,target_label,relation_type,weight,source_dataset
1,2,person struck,no immediate reaction,experiences,1,arabculture
5,6,united states,school shootings,experience,1,culturebank
8,9,algeria,in france,experience_culture_shock,1,culturebank
5,11,united states,financial insecurity,experience,1,culturebank
8,12,algeria,anxiety,experience,1,culturebank
5,13,united states,shift towards cashless payments,experiences,1,culturebank
10,14,visitors,culture shock,experience,1,culturebank
7,15,consumers,annoyance at hidden costs,experience,1,culturebank
5,8,united states,algeria,experiences,1,culturebank
16,17,people abroad,"varying perceptions of life, culture, and reputation",experience,1,culturebank
5,19,united states,high crime rates,experiences,1,culturebank
20,21,new drivers,confusion and learning curve,experience,1,culturebank
8,22,algeria,missing feelings,experience,1,culturebank
24,25,young adults,transitional phase,experience,1,culturebank
8,26,algeria,diverse range,experience,1,culturebank
27,28,france,negative stereotypes,experiences,1,culturebank
8,29,algeria,nervousness,experience,1,culturebank
8,32,algeria,afternoon classes,experience,1,blend
8,33,algeria,severe nationwide traffic congestion,experiences,1,blend
8,34,algeria,catastrophic economic period,experienced,1,blend
35,36,nurse,empathy towards patients,experiences,1,candle
