source_id,target_id,source_label,target_label,relation_type,weight,source_dataset
1,2,weeks before eid,anticipation,indicates,1,arabculture
4,5,algeria,necessary items,receive,1,arabculture
6,7,parents,children on birthdays,give_gifts_to,1,arabculture
8,9,fiancée,gifts,receives,1,arabculture
10,11,meeting time,others' schedules,indicates_respect,1,arabculture
4,12,algeria,social status,indicate,1,diwali
15,4,service staff,algeria,receives_payment_from,1,culturebank
17,4,seller,algeria,receives_payment_from,1,culturebank
18,4,mother,algeria,receive,1,blend
20,21,father,father's day,receive_gifts_on,1,blend
6,4,parents,algeria,give_gifts_to,1,blend
4,23,algeria,respect from students,receive,1,candle
4,24,algeria,papers,receives,1,candle
25,26,calm responses,reassuring nature,indicate,1,candle
4,9,algeria,gifts,receives,1,candle
4,27,algeria,through bowing,receive_respect,1,candle
4,28,algeria,development of critical skills,receives,1,candle
29,30,hive,swarming potential,indicates,1,candle
32,33,patient,health,receives,1,candle
34,35,nurse,patient's religion,respect,1,candle
4,36,algeria,individualized learning,receive,1,candle
37,38,person/group,tailored item,receives,1,candle
39,40,tailor-made,specific customization,indicates,1,candle
41,42,shopper,distinctiveness,receives,1,candle
43,44,customer service,quality of service,indicate,1,candle
45,46,artist,for their skills,receive_respect,1,candle
47,48,brushstroke,artistic_skill,indicates,1,candle
51,4,table,algeria,receives,1,candle
32,4,patient,algeria,receive,1,candle
