node_id,label,level,cultural_group,domain,source_dataset,frequency
0,human,0,universal,identity,schema,1
1,families,1,algeria,unknown,arabculture,1
2,family members,1,algeria,unknown,arabculture,1
3,assemble family members,2,algeria,unknown,arabculture,1
4,chad,1,algeria,unknown,arabculture,1
5,iftar,4,algeria,unknown,arabculture,1
6,algeria,1,algeria,unknown,arabculture,5
7,light meal,2,algeria,unknown,arabculture,2
8,algerians,1,algeria,unknown,arabculture,3
9,mahr,2,algeria,unknown,arabculture,1
10,arabic music,3,algeria,unknown,arabculture,1
11,morning routine,4,algeria,unknown,arabculture,1
12,am salma,1,algeria,unknown,arabculture,1
13,cleaning service,5,algeria,unknown,arabculture,1
14,hamza,1,algeria,unknown,arabculture,1
15,loan,1,algeria,unknown,arabculture,1
16,beautiful wrapping,2,algeria,unknown,arabculture,1
17,ahmed,2,algeria,unknown,arabculture,2
18,game,2,algeria,unknown,arabculture,1
19,smir,1,algeria,unknown,arabculture,1
20,drinking coffee,2,algeria,unknown,arabculture,1
21,fresh fruit,1,algeria,unknown,arabculture,1
22,workers,1,algeria,unknown,arabculture,1
23,relaxation after work,2,algeria,unknown,arabculture,1
24,smir el-qursh,1,algeria,unknown,arabculture,1
25,avoid riba when borrowing,2,algeria,unknown,arabculture,1
26,giving gifts,2,algeria,unknown,arabculture,1
27,friend,2,algeria,unknown,arabculture,1
28,people,1,egypt,unknown,arabculture,2
29,restaurants,1,egypt,unknown,arabculture,1
30,egypt,1,egypt,unknown,arabculture,1
31,mohamed,5,egypt,unknown,arabculture,1
32,chayam,4,egypt,unknown,arabculture,1
33,with family,2,egypt,unknown,arabculture,1
34,pajamas,4,general,unknown,culturebank,1
35,public,2,general,unknown,culturebank,2
36,general,1,general,unknown,culturebank,8
37,early dinners,2,general,unknown,culturebank,1
38,united states,2,general,unknown,culturebank,9
39,home-like settings,2,general,unknown,culturebank,1
40,strip malls,4,general,unknown,culturebank,1
41,regular malls,4,general,unknown,culturebank,1
42,general,2,general,unknown,culturebank,24
43,united states,1,general,unknown,culturebank,23
44,ice in beverages,2,general,unknown,culturebank,1
45,milk,1,general,unknown,culturebank,1
46,beer,4,general,unknown,culturebank,1
47,tampons,4,general,unknown,culturebank,1
48,pads,4,general,unknown,culturebank,2
49,us system,1,general,unknown,culturebank,1
50,alternatives,2,general,unknown,culturebank,1
51,bread,4,united states,unknown,culturebank,1
