source_id,target_id,source_label,target_label,relation_type,weight,source_dataset
1,3,families,assemble family members,prefer,1,arabculture
4,5,chad,iftar,prefer,1,arabculture
6,7,algeria,light meal,prefer,2,arabculture
8,9,algerians,mahr,prefer,1,arabculture
10,11,arabic music,morning routine,prefer,1,arabculture
11,10,morning routine,arabic music,includes,1,arabculture
12,13,am salma,cleaning service,prefers,1,arabculture
14,15,hamza,loan,prefers,1,arabculture
6,16,algeria,beautiful wrapping,prefers,1,arabculture
17,18,ahmed,game,prefers,1,arabculture
19,20,smir,drinking coffee,prefers,1,arabculture
8,21,algerians,fresh fruit,prefer,1,arabculture
22,23,workers,relaxation after work,prefer,1,arabculture
24,25,smir el-qursh,avoid riba when borrowing,prefers,1,arabculture
8,26,algerians,giving gifts,prefer,1,arabculture
17,27,ahmed,friend,prefers,1,arabculture
28,29,people,restaurants,prefer,1,arabculture
31,32,mohamed,chayam,prefer,1,arabculture
31,33,mohamed,with family,chayam with,1,arabculture
34,35,pajamas,public,prefer,1,culturebank
36,37,general,early dinners,prefer,1,culturebank
38,39,united states,home-like settings,prefers,1,culturebank
40,36,strip malls,general,prefer,1,culturebank
38,44,united states,ice in beverages,prefer,1,culturebank
38,45,united states,milk,prefer,1,culturebank
36,46,general,beer,prefer,1,culturebank
47,48,tampons,pads,prefer,1,culturebank
49,50,us system,alternatives,prefer,1,culturebank
51,52,bread,fresh or high-quality bread,prefer,1,culturebank
51,53,bread,real bread,prefer,1,culturebank
54,55,shopping,aldi,prefer,1,culturebank
38,56,united states,driving,prefer,1,culturebank
38,57,united states,walking,prefer,1,culturebank
36,58,general,flavorful food,prefer,1,culturebank
59,36,peeling fruit,general,prefer,1,culturebank
60,61,eating fruit with the peel,some individuals,prefer,1,culturebank
62,36,chickpeas,general,prefer,1,culturebank
64,65,adjusting,expressing frustration,prefer,1,culturebank
66,67,using various cleaning tools,hands,prefer,1,culturebank
68,38,dryers,united states,prefer,1,culturebank
70,36,air conditioning,general,prefer,1,culturebank
71,36,natural ventilation,general,prefer,1,culturebank
72,38,fanta,united states,prefer,1,culturebank
74,75,school lunches,home-packed ones,prefer,1,culturebank
36,76,general,microwave usage,prefer,1,culturebank
