source_id,target_id,source_label,target_label,relation_type,weight,source_dataset
1,2,algeria,breakfast,known for,2,arabculture
1,3,algeria,preparing special family meals on friday,known for,1,arabculture
4,1,kuskus,algeria,known for,1,arabculture
1,5,algeria,important accompaniments with the main dish on the dinner table,known for,1,arabculture
6,7,sahur,providing nutrients and energy for fasting,known for,1,arabculture
6,1,sahur,algeria,known_for,1,arabculture
9,10,halwa,ramadan,known for,1,arabculture
1,11,algeria,mahr,known for,1,arabculture
12,13,music,wedding celebrations,known for,1,arabculture
1,14,algeria,أكل اضلع الخروف المقلية في عيد الاضحى,known for,1,arabculture
15,16,عيد الاستقلال,تخليد ذكرى الشهداء,known for,1,arabculture
17,18,النشاطات التي تحبها كثيرا,وقت فراغها,known for,1,arabculture
1,19,algeria,exchanging gifts at weddings,known for,1,arabculture
1,20,algeria,gifting with elegance,known for,1,arabculture
1,21,algeria,dividing the remaining assets of the deceased among their family after forty days,known for,1,arabculture
22,23,عيد الفطر,أغنية,known for,1,arabculture
26,25,سطيف,رقص,known for,1,arabculture
1,27,algeria,special planting seasons,known for,1,arabculture
28,29,sikka,fruit,known for,1,arabculture
30,1,hasa,algeria,known for,1,arabculture
31,32,افطار رمضان,التمر,known for,1,arabculture
33,6,kareem,sahur,prefers,1,arabculture
1,34,algeria,sahoor (tashreeq ramadan) ritual,known for,1,arabculture
35,36,boufarik,zlabiya,known for,1,arabculture
37,38,قسنطينة,حلوى,known for,1,arabculture
1,39,algeria,production of high-quality crops,known for,1,arabculture
1,40,algeria,producing large quantities of fruits,known for,1,arabculture
1,41,algeria,workers eating at work,known for,1,arabculture
1,42,algeria,giving gifts in the most beautiful packaging,known for,1,arabculture
1,43,algeria,avoiding overlapping schedules with religious and national events,known for,1,arabculture
44,1,islam,algeria,known for,1,arabculture
45,46,respect,grave,known for,1,arabculture
1,47,algeria,rituals after burial,known for,1,arabculture
1,48,algeria,adhering to customs and traditions after burial,known for,1,arabculture
1,49,algeria,songs,known for,1,arabculture
1,50,algeria,growing fruits at home,known for,1,arabculture
51,1,riddle,algeria,known for,1,arabculture
