node_id,label,level,cultural_group,domain,source_dataset,frequency
0,human,0,universal,identity,schema,1
1,algeria,3,algeria,unknown,arabculture,130
2,breakfast,2,algeria,unknown,arabculture,3
3,preparing special family meals on friday,2,algeria,unknown,arabculture,1
4,kuskus,4,algeria,unknown,arabculture,1
5,important accompaniments with the main dish on the dinner table,2,algeria,unknown,arabculture,1
6,sahur,3,algeria,unknown,arabculture,3
7,providing nutrients and energy for fasting,2,algeria,unknown,arabculture,1
8,algeria,2,algeria,unknown,arabculture,7
9,halwa,3,algeria,unknown,arabculture,1
10,ramadan,2,algeria,unknown,arabculture,1
11,mahr,2,algeria,unknown,arabculture,1
12,music,4,algeria,unknown,arabculture,1
13,wedding celebrations,3,algeria,unknown,arabculture,1
14,أكل اضلع الخروف المقلية في عيد الاضحى,2,algeria,unknown,arabculture,1
15,عيد الاستقلال,3,algeria,unknown,arabculture,1
16,تخليد ذكرى الشهداء,2,algeria,unknown,arabculture,1
17,النشاطات التي تحبها كثيرا,3,algeria,unknown,arabculture,1
18,وقت فراغها,2,algeria,unknown,arabculture,1
19,exchanging gifts at weddings,2,algeria,unknown,arabculture,1
20,gifting with elegance,2,algeria,unknown,arabculture,1
21,dividing the remaining assets of the deceased among their family after forty days,2,algeria,unknown,arabculture,1
22,عيد الفطر,4,algeria,unknown,arabculture,1
23,أغنية,2,algeria,unknown,arabculture,1
24,أغنية الحناء,3,algeria,unknown,arabculture,1
25,رقص,4,algeria,unknown,arabculture,1
26,سطيف,3,algeria,unknown,arabculture,1
27,special planting seasons,2,algeria,unknown,arabculture,1
28,sikka,3,algeria,unknown,arabculture,1
29,fruit,3,algeria,unknown,arabculture,1
30,hasa,3,algeria,unknown,arabculture,1
31,افطار رمضان,4,algeria,unknown,arabculture,1
32,التمر,2,algeria,unknown,arabculture,1
33,kareem,2,algeria,unknown,arabculture,1
34,sahoor (tashreeq ramadan) ritual,2,algeria,unknown,arabculture,1
35,boufarik,3,algeria,unknown,arabculture,1
36,zlabiya,3,algeria,unknown,arabculture,1
37,قسنطينة,3,algeria,unknown,arabculture,1
38,حلوى,3,algeria,unknown,arabculture,1
39,production of high-quality crops,2,algeria,unknown,arabculture,1
40,producing large quantities of fruits,2,algeria,unknown,arabculture,1
41,workers eating at work,2,algeria,unknown,arabculture,1
42,giving gifts in the most beautiful packaging,2,algeria,unknown,arabculture,1
43,avoiding overlapping schedules with religious and national events,2,algeria,unknown,arabculture,1
44,islam,4,algeria,unknown,arabculture,1
45,respect,4,algeria,unknown,arabculture,1
46,grave,3,algeria,unknown,arabculture,1
47,rituals after burial,2,algeria,unknown,arabculture,1
48,adhering to customs and traditions after burial,2,algeria,unknown,arabculture,1
49,songs,2,algeria,unknown,arabculture,1
50,growing fruits at home,2,algeria,unknown,arabculture,1
51,riddle,4,algeria,unknown,arabculture,1
52,brani,3,algeria,unknown,arabculture,1
53,bread,2,algeria,unknown,arabculture,1
54,proverb,2,algeria,unknown,arabculture,1
55,amal,2,algeria,unknown,arabculture,1
56,parents,4,algeria,unknown,arabculture,1
57,children,3,algeria,unknown,arabculture,1
58,providing essential needs to children,2,algeria,unknown,arabculture,1
59,sahur,4,egypt,unknown,arabculture,1
60,egypt,3,egypt,unknown,arabculture,3
61,زلابيا,2,egypt,unknown,arabculture,1
62,playing video games,2,egypt,unknown,arabculture,1
63,shopping,4,egypt,unknown,arabculture,1
64,gifts,3,egypt,unknown,arabculture,1
65,pochampally ikat,3,andhra pradesh,unknown,diwali,2
66,diwali,3,andhra pradesh,unknown,diwali,13
67,intricate geometric patterns,2,andhra pradesh,unknown,diwali,2
68,mangalagiri cotton,3,andhra pradesh,unknown,diwali,1
69,fine texture and durability,4,andhra pradesh,unknown,diwali,1
70,uppada silk,3,andhra pradesh,unknown,diwali,1
71,jamdani work with gold and silver zari,2,andhra pradesh,unknown,diwali,1
72,dharmavaram silk,3,andhra pradesh,unknown,diwali,1
73,saree,4,andhra pradesh,unknown,diwali,1
74,rich colors and broad borders adorned with gold or silver zari,2,andhra pradesh,unknown,diwali,1
75,pedana kalamkari,4,andhra pradesh,unknown,diwali,1
76,machilipatnam style,3,andhra pradesh,unknown,diwali,1
77,apatani tribe,3,arunachal pradesh,unknown,diwali,1
78,apatani jacket,4,arunachal pradesh,unknown,diwali,1
79,apatani scarf,4,arunachal pradesh,unknown,diwali,1
80,weaving jackets and scarves with simple straight lines and stripes,2,arunachal pradesh,unknown,diwali,1
81,sherdukpen shawl,3,arunachal pradesh,unknown,diwali,1
82,unique patterns and vibrant colors,4,arunachal pradesh,unknown,diwali,1
83,mishmi tribe,3,arunachal pradesh,unknown,diwali,1
84,intricate weaving patterns,2,arunachal pradesh,unknown,diwali,1
85,tagin weave,3,arunachal pradesh,unknown,diwali,1
86,tagin tribe,3,arunachal pradesh,unknown,diwali,1
87,muga silk,3,assam,unknown,diwali,1
88,assam,3,assam,unknown,diwali,4
89,natural golden sheen,2,assam,unknown,diwali,1
90,traditional garments like mekhela chador,2,assam,unknown,diwali,1
91,gamosa,3,assam,unknown,diwali,1
92,karbi shawl,3,assam,unknown,diwali,1
93,bright colors and unique patterns,4,assam,unknown,diwali,1
94,lasingphee,3,assam,unknown,diwali,1
95,warmth,4,assam,unknown,diwali,1
96,bhagalpuri silk,3,bihar,unknown,diwali,2
97,unique dyeing technique,4,bihar,unknown,diwali,1
98,kosa silk,3,chhattisgarh,unknown,diwali,1
99,janjgir-champa,3,chhattisgarh,unknown,diwali,1
100,raigarh,3,chhattisgarh,unknown,diwali,1
101,raipur,3,chhattisgarh,unknown,diwali,1
102,balodabazar,3,chhattisgarh,unknown,diwali,1
103,mahasamund,3,chhattisgarh,unknown,diwali,1
104,durg,3,chhattisgarh,unknown,diwali,1
105,rajnandgaon,3,chhattisgarh,unknown,diwali,1
106,dhamtari,3,chhattisgarh,unknown,diwali,1
107,balod,3,chhattisgarh,unknown,diwali,1
108,bastar,3,chhattisgarh,unknown,diwali,1
109,sarguja,3,chhattisgarh,unknown,diwali,1
110,cotton handloom fabrics,2,chhattisgarh,unknown,diwali,1
111,goa,3,goa,unknown,diwali,2
112,kunbi saree,4,goa,unknown,diwali,1
113,altar cloths and liturgical vestments,2,goa,unknown,diwali,1
114,gujarat,3,gujarat,unknown,diwali,2
115,patola,4,gujarat,unknown,diwali,1
116,mashru,3,gujarat,unknown,diwali,1
117,kutchi embroidery,3,gujarat,unknown,diwali,1
118,exquisite detailing and vibrant threadwork,4,gujarat,unknown,diwali,1
119,haryana,3,haryana,unknown,diwali,1
120,bagh,3,haryana,unknown,diwali,2
121,dhurrie,3,haryana,unknown,diwali,2
122,vibrant colors and geometric designs,3,haryana,unknown,diwali,1
123,panja dhurrie,4,haryana,unknown,diwali,1
124,dhurries,3,haryana,unknown,diwali,1
