source_id,target_id,source_label,target_label,relation_type,weight,source_dataset
1,2,grandchildren,grandparents,involves,1,arabculture
3,4,small talk,settings,involves,1,culturebank
5,6,staring,public and social interactions,involves,1,culturebank
7,8,leaving shopping cart,rude behavior,involves,1,culturebank
8,9,rude behavior,lazy,perceived as,1,culturebank
10,12,drivers,those already in the roundabout,yield to,1,culturebank
13,14,public displays of affection,kissing,involves,1,culturebank
15,16,public,awkward,involves,1,culturebank
17,18,discussions,confusion,involves,1,culturebank
17,19,discussions,misconceptions,involves,1,culturebank
22,20,public restrooms,eye contact,involves,1,culturebank
22,21,public restrooms,stalls,involves,1,culturebank
22,23,public restrooms,uncomfortable,involves,1,culturebank
24,25,teacher,student,involves,1,candle
26,27,learning,children,involves,1,candle
