node_id,label,level,cultural_group,domain,source_dataset,frequency
0,human,0,universal,identity,schema,1
1,traditions,4,algeria,unknown,arabculture,1
2,region,2,algeria,unknown,arabculture,11
3,communication methods,2,algeria,unknown,arabculture,1
4,men,2,algeria,unknown,arabculture,1
5,women,2,algeria,unknown,arabculture,1
6,sons,5,algeria,unknown,arabculture,1
7,school holidays,4,algeria,unknown,arabculture,1
8,timings,5,algeria,unknown,arabculture,1
9,algeria,2,algeria,unknown,arabculture,1
10,playing,2,algeria,unknown,arabculture,1
11,north africa,5,algeria,unknown,arabculture,1
12,north africa,2,algeria,unknown,arabculture,1
13,habits,5,algeria,unknown,arabculture,1
14,grandparents,5,algeria,unknown,arabculture,1
15,grandchildren,5,algeria,unknown,arabculture,1
16,right side,5,egypt,unknown,arabculture,1
17,jitzman,2,egypt,unknown,arabculture,1
18,uppada silk,5,andhra pradesh,unknown,diwali,1
19,weaving process,2,andhra pradesh,unknown,diwali,1
20,alacha fabric,4,bihar,unknown,diwali,1
21,bandhani,3,gujarat,unknown,diwali,2
22,cities,5,gujarat,unknown,diwali,2
23,textiles,5,gujarat,unknown,diwali,1
24,gujarat,1,gujarat,unknown,diwali,1
25,rampur chaddar,5,himachal pradesh,unknown,diwali,1
26,himachal pradesh,1,himachal pradesh,unknown,diwali,1
27,luanchari,3,himachal pradesh,unknown,diwali,1
28,gaddi community,4,himachal pradesh,unknown,diwali,1
29,navalgund durries,3,karnataka,unknown,diwali,1
30,karnataka,1,karnataka,unknown,diwali,1
31,patteda anchu saree,3,karnataka,unknown,diwali,1
32,district,4,karnataka,unknown,diwali,1
33,maheshwari saree,3,madhya pradesh,unknown,diwali,1
34,cotton,4,madhya pradesh,unknown,diwali,1
35,silk,4,madhya pradesh,unknown,diwali,1
36,khun fabric,3,maharashtra,unknown,diwali,1
37,rural maharashtra,2,maharashtra,unknown,diwali,1
38,ilkal sari,3,maharashtra,unknown,diwali,1
39,maharashtra,5,maharashtra,unknown,diwali,2
