source_id,target_id,source_label,target_label,relation_type,weight,source_dataset
2,3,dignified burial,algerian culture,reflects,1,arabculture
4,5,visiting the grave,mourning rituals,reflects mourning rituals,1,arabculture
7,1,dance,culture,reflects,1,arabculture
8,9,reading stories before sleep,cultural practice,reflects,1,arabculture
10,11,venkatagiri cotton,textiles,reflects,1,diwali
12,13,apatani jacket and scarf,disciplined aesthetic,reflects,1,diwali
14,15,tangsa lungis,tribal identity,reflects,1,diwali
14,16,tangsa lungis,craftsmanship,reflects,1,diwali
17,18,nyishi textile,cultural heritage,reflects,1,diwali
19,20,gamosa,assamese culture,reflects,1,diwali
21,22,riha,religious and cultural ceremonies,reflects,1,diwali
23,24,dhokona,rich cultural heritage,reflects,1,diwali
25,27,altar cloths,goa's christian heritage,reflects,1,diwali
26,27,liturgical vestments,goa's christian heritage,reflects,1,diwali
11,28,textiles,coastal heritage,reflects,1,diwali
11,29,textiles,cultural diversity,reflects,1,diwali
33,30,patola,vibrant colors,reflects,1,diwali
33,31,patola,intricate patterns,reflects,1,diwali
33,32,patola,motifs,reflects,1,diwali
34,18,phulkari,cultural heritage,reflects,2,diwali
36,37,cotton shawls,weaving traditions,reflects,1,diwali
38,39,thapada,embroidery styles,reflects,1,diwali
40,41,kinnauri shawl,intricate designs,reflects,1,diwali
40,24,kinnauri shawl,rich cultural heritage,reflects,1,diwali
43,44,chamba shawl,weaving excellence,reflects,1,diwali
45,46,balaramapuram handloom,traditional aesthetic of kerala's weaving heritage,reflects,1,diwali
47,48,kasaragod saree,weaving techniques,reflects,1,diwali
49,50,chanderi saree,royal influences,reflects,1,diwali
51,52,batik print,cultural tapestry of madhya pradesh,reflects,1,diwali
53,54,nandana print,local folklore,reflects,1,diwali
56,11,solapur chaddar,textiles,reflects,1,diwali
58,59,kolhapuri sari,maharashtra,reflects,1,diwali
60,61,phanek,cultural identity of the meitei community,reflects,1,diwali
62,63,leirum phee,meitei marriage ceremonies,reflects,1,diwali
64,65,samserla,traditional attire,reflects,1,diwali
66,67,pawndum,cultural significance,reflects,1,diwali
68,67,ngotekherh,cultural significance,reflects,1,diwali
70,71,hmaram,heritage,reflects,1,diwali
72,1,tsüngkotepsü,culture,reflects,1,diwali
74,73,shawl,patterns,reflects,1,diwali
75,76,bomkai saree,region's rich heritage,reflects,1,diwali
77,78,kotpad handloom,tribal culture,reflects,1,diwali
79,80,chola,simplicity and elegance,reflects,1,diwali
